"TCGA-EB-A4P0-01" "TCGA-EB-A4OY-01" "TCGA-EB-A4OZ-01" "TCGA-EB-A4IS-01" "TCGA-EB-A4IQ-01" "TCGA-D9-A4Z5-01" "TCGA-D9-A4Z3-01" "TCGA-BF-A5ES-01" "TCGA-BF-A5EO-01" "TCGA-BF-A5ER-01" "TCGA-BF-A5EQ-01" "TCGA-BF-A5EP-01" "TCGA-HR-A5NC-01" "TCGA-EB-A553-01" "TCGA-FW-A5DX-01" "TCGA-EB-A550-01" "TCGA-EB-A5FP-01" "TCGA-EB-A551-01" "TCGA-EB-A4XL-01" "TCGA-EB-A51B-01" "TCGA-EB-A44O-01" "TCGA-EB-A44N-01" "TCGA-EB-A431-01" "TCGA-EB-A44P-01" "TCGA-EB-A42Y-01" "TCGA-EB-A42Z-01" "TCGA-EB-A41B-01" "TCGA-EB-A430-01" "TCGA-ER-A42H-01" "TCGA-D9-A4Z2-01" "TCGA-FR-A3R1-01" "TCGA-EB-A3XD-01" "TCGA-EB-A3XE-01" "TCGA-EB-A3Y7-01" "TCGA-EB-A3XF-01" "TCGA-D9-A3Z4-01" "TCGA-EB-A3XC-01" "TCGA-EB-A3XB-01" "TCGA-EB-A3Y6-01" "TCGA-FR-A2OS-01" "TCGA-EB-A3HV-01" "TCGA-BF-A3DJ-01" "TCGA-BF-A3DM-01" "TCGA-BF-A3DN-01" "TCGA-BF-A3DL-01" "TCGA-FS-A1ZN-01" "TCGA-ER-A194-01" "TCGA-EB-A299-01" "TCGA-EB-A24C-01" "TCGA-BF-A1PV-01" "TCGA-ER-A2NF-01" "TCGA-GN-A263-01" "TCGA-ER-A19K-01" "TCGA-BF-A1PX-01" "TCGA-GF-A2C7-01" "TCGA-EB-A24D-01" "TCGA-EB-A1NK-01" "TCGA-GN-A26C-01" "TCGA-BF-A1PU-01" "TCGA-ER-A196-01" "TCGA-ER-A19T-01" "TCGA-BF-A1PZ-01" "TCGA-BF-A1Q0-01" "TCGA-EB-A41A-01" "TCGA-EB-A57M-01" "TCGA-EB-A5SF-01" "TCGA-EB-A5SE-01" "TCGA-D3-A5GT-01" "TCGA-EB-A5UM-01" "TCGA-FR-A728-01" "TCGA-GN-A4U5-01" "TCGA-EB-A6QZ-01" "TCGA-EB-A5VU-01" "TCGA-EB-A6QY-01" "TCGA-EB-A6R0-01" "TCGA-FR-A726-01" "TCGA-GF-A769-01" "TCGA-IH-A3EA-01" "TCGA-EB-A82B-01" "TCGA-EB-A85I-01" "TCGA-EB-A82C-01" "TCGA-EB-A85J-01" "TCGA-BF-AAP2-01" "TCGA-BF-AAP4-01" "TCGA-BF-AAP6-01" "TCGA-BF-AAP8-01" "TCGA-BF-AAP7-01" "TCGA-XV-AAZV-01" "TCGA-XV-AAZY-01" "TCGA-XV-AAZW-01" "TCGA-BF-AAOU-01" "TCGA-XV-A9W2-01" "TCGA-XV-A9VZ-01" "TCGA-XV-A9W5-01" "TCGA-BF-AAOX-01" "TCGA-YG-AA3N-01" "TCGA-BF-AAP1-01" "TCGA-EB-A97M-01" "TCGA-BF-A9VF-01" "TCGA-WE-A8K4-01" "TCGA-GN-A8LN-01" "TCGA-DA-A960-01" "TCGA-ER-A2NB-01"
"RP11-755B10.3" 2.83168417663934 2.87725190625127 2.9231064466074 2.66558744314053 3.11661751955494 2.60269267949602 2.74938106026936 2.24587356674803 2.53044545661115 1.77300199346121 2.60451568682388 1.91529214635994 2.44471209758392 2.5831244778423 3.09384131244724 2.6116532749244 2.95520410021076 3.23817925150973 2.40282156924042 2.86665249721741 2.13741406601914 2.63939616220434 2.87248909473703 3.05738107858309 2.59806510914121 2.32165983675786 2.56516057295763 1.75355685254587 3.1319515100042 3.06212053551341 2.20007683456365 1.79750663034087 2.64364159508216 2.32797242546094 2.25503617759973 3.24916622312257 2.58081325455543 2.39091225343786 2.80853094029401 2.56718359069444 2.22577631330288 2.55705212635246 1.82541124079172 2.44226815118302 2.239640260914 2.70396182420549 1.76077100361246 3.06616954287227 2.32222886795615 2.14114195154213 2.69689598363379 1.69095693686385 2.04183570368123 1.75945016239382 2.41792883642533 3.26039922069536 1.9145128285268 3.85338530112657 2.49725645403301 2.3043596048095 2.38537959036898 2.0282649401469 2.65836960471233 2.60563479079501 2.32712610262141 -0.693147180559945 2.63259488773015 2.98657623283708 2.74881762657073 2.3931570295379 2.92419141740704 2.56965681827535 2.75640865228349 2.02738006900565 3.19524235198616 3.08021448534398 3.12870170507903 1.6699012996118 2.7551219820323 2.09224390016811 2.25286093637709 2.95084523428339 1.903516221389 1.78112473705696 2.41552829369606 2.70666597089732 2.93567481271409 1.71183049006446 2.37361419492326 2.64452698983242 3.1544832624192 2.74450531782091 3.28723015104438 2.63500807695954 2.42028648348181 2.3460747649011 3.12342704748591 2.41157210857993 1.7124576322534 2.25181146361775 3.29124362221294 2.70380458876809 2.43070795831322
"RP4-791M13.3" 3.65317926905596 6.12117101432989 4.50486417587256 4.03003813069155 2.12530109026463 4.44368203015612 4.42236451427991 2.85745342437669 3.86686734490257 1.4998402369538 3.20768857663087 3.1858732527083 2.72124958696301 4.55202335197727 5.20062372373322 4.60408652957129 2.83132576424022 3.99079294361024 4.72460064323994 3.22490764071303 3.6112908838519 3.59369041936082 3.95934847235978 3.61615049313324 4.60721305381233 3.92139704141241 6.3427731052729 3.69494485169251 4.41624392146548 4.79131333413704 2.95494288317349 3.4065733534833 4.49361205070477 2.78192578355439 4.71295129373597 4.66465506817214 5.19802830177059 4.46903743429831 4.47781720563445 4.30942089285251 3.30575948374704 4.42595586802647 3.35306173798272 2.77402671905449 2.21997986698199 3.69481728079685 5.67805133935025 4.16646839491151 4.28486506742086 3.09783749190637 3.68079520378796 4.65580857541432 2.5523013930217 -0.693147180559945 3.81064489250363 2.82221445579905 2.80085602413453 4.62901297765582 1.71379887443266 2.44030651026504 3.6577966326897 5.37610857733031 3.25569056782609 3.78620979463836 4.31921571664676 6.18492391279526 2.85226086279932 4.11696848769979 4.21463409266927 3.95852582483641 3.96824297828775 4.18496640263985 3.93629271212259 3.60635604236483 3.61100599461901 4.49596707457153 3.44617848470105 4.23744979767104 4.36337881505884 2.77118122058869 4.0975259688466 4.22454350234185 4.84593715988422 3.94504997172822 4.02304855575133 5.18955960198436 4.19085301810778 2.99754086865719 5.14199581008356 3.22003796773274 3.64793982906337 4.12415431303633 3.34946722783019 3.29517758795693 4.11946759688694 4.22831907401194 3.63279595381933 3.90603552098552 3.79307264555381 5.85218342665391 4.5337614486883 2.84919810018574 2.22902428108968
"RP11-34P13.7" 4.25704105208369 4.25865902455944 4.69980012819744 4.90679624408034 5.37254156960997 4.87440325465857 3.57927240330865 4.55004076518145 4.35884382437475 4.48482640878457 5.88202533897831 4.42578000396436 5.03601741022238 3.87234459869691 4.93896285963898 4.38964827406769 4.94898544608407 5.29255287163002 5.12699732272015 5.20050335016908 5.50424535549611 4.3807596278285 5.19926689822805 5.21742974510334 4.98723728913587 5.31006005238668 5.42123895774139 4.44426983482854 3.77741392543188 5.09159309844699 5.44490188978671 4.35650626862019 4.47503352695738 4.53669386296288 4.95934549742186 4.82522886964913 3.78308845169696 5.11528278804256 5.38182660491074 4.78918546994048 4.27592635044421 4.41037247677125 4.44130183657833 4.87335789884842 4.60599003031924 4.73919794789886 3.54842359679459 5.40848831858441 4.7813794780679 3.63411972439553 4.78661921153435 5.09408975133496 4.68817738158699 3.8865625093483 4.53285033408057 5.28774931908928 4.87739948185047 5.11810108515155 5.01701716711557 5.06848265433692 4.84399554306412 4.70147514375792 5.02224902147118 5.36489435218829 3.94389037042241 4.0291320892181 4.57246331409194 4.23999033204542 4.59435407554191 4.86584379492691 4.63835542311293 5.09707762449867 5.01183262470066 4.65379556763008 4.8913829598945 5.24880223795005 5.11262934477075 4.93325410926751 5.02438083017952 5.01863753714777 5.31168196899018 4.84306676995651 4.88731688380224 4.6248589415551 4.16290544378164 5.11859701227437 4.01024465076171 4.32937240489032 3.5901399936661 4.58177061604852 5.1346801429518 5.14779332935824 4.72514055798688 4.54100766660272 4.22385946236942 4.54206861606561 3.0431909361671 3.80025057953925 4.6194506932101 4.22372591681336 4.73255831959458 5.00446449210996 3.79867452270108
"RP11-34P13.13" 3.53031811875787 2.78214512878526 1.52238729609745 4.67075452351879 4.65699519085346 4.02152105891394 4.81639214449316 -0.693147180559945 3.18507427937168 4.25687922909671 3.72873892027346 2.85359155545325 3.9499121283686 3.99436438283273 4.83631388685151 4.91057815864291 3.56898818486945 5.16175390095696 3.71757367310629 4.07319818551585 3.8044094000857 3.48593507128847 4.8253090950581 5.27219474795934 4.10610116714019 3.58421753711363 3.98111058127447 3.92047848656551 4.54502571680526 4.30826149077669 2.85555200018209 4.05690838447943 3.03043945310318 3.81448019218776 3.41779916417176 4.28287451315308 2.85894469636981 3.25282291975989 4.32777523577119 3.61707704713047 2.91691518660429 4.05499280041937 4.22992171890121 3.66190107864723 3.30862736774972 4.59241763004327 -0.693147180559945 3.86851268767238 4.33378696214062 3.82164186481638 3.10751953544116 3.02710053318096 3.89999370997229 3.06210144558354 3.10992679813973 5.31561076661781 3.21507056033078 2.87324929047103 2.80497159399397 4.22881284997071 4.20020658235272 4.90811201350243 3.99674447200882 3.9597800056433 3.24705750123469 3.09394772452446 3.3145830217764 4.31180967844757 4.83983168197882 4.19915944413463 4.03664514433123 2.51448829626422 4.38016133662658 3.42674133202258 4.9695867726191 4.99124752615327 5.15780796610272 -0.693147180559945 3.05007790587412 -0.693147180559945 3.15762196217324 3.57688703414338 3.85632298712744 4.03285563771927 4.06319284229767 3.59128138484223 3.25094682434621 2.18473180301323 3.41546157855513 2.90274604289539 3.34290198123769 3.7598421531262 4.21353793714509 3.95357370411901 1.84538288502471 3.03777020347592 3.82477951125719 1.88635490814443 4.70315590894375 4.27168352669497 4.57593607623645 4.78868090714102 -0.693147180559945
"RP11-1398P2.1" 2.41787164786221 4.3915545127751 4.85108806520989 2.57200695046769 2.37004311611364 1.85441324602146 0.885405106735381 4.24542934588315 3.1977783439039 4.3418294043784 3.55114701284557 2.87219844889827 2.10827230175669 4.32335490832053 0.324367551967524 2.56009484898253 1.98583046767809 2.92372707253766 2.40127286751961 2.291086024214 3.31446178083482 3.24836352248652 3.55836554527783 1.40496614048896 2.07233496574172 4.10739262782781 3.38399735038781 2.68339301925226 2.66738558928444 1.92612237289452 2.03544947931204 3.84263404142187 3.70594641968183 4.4035891082223 2.00130453872269 4.76894384585914 2.58430768272065 1.68055374881414 3.32248491027275 2.84978494049348 3.22405043135573 2.48305664339525 3.7807730538924 2.25651702808243 3.11443865961625 1.5190139828038 4.25714741556183 3.1018330963294 2.71816693608463 3.22382958215256 2.90695891541796 4.28080827656144 2.43774968725817 3.87034322388191 3.06180939329116 2.84637149660868 4.21270663840848 4.60911019169691 2.49678132382324 3.3133812707953 2.76529249155506 3.46037851137035 4.71413488524344 2.67689216332904 3.42474673560965 3.30468530068253 1.3930133728246 3.66677489465922 2.76748094884298 4.55725974051015 2.61379634230106 1.42031202022189 2.5825266273913 2.85976841706082 1.64925427069791 2.07444063060492 2.52830863655952 3.88216258533793 4.57951178885788 4.25173021316883 2.20790608226998 4.39288914113384 2.9137532790789 2.96786739218275 2.71799752809476 4.08720278564649 3.86274679755653 3.84146995371235 3.96667268475762 2.93737754187109 3.5409481671428 3.36365465194322 3.41104488438391 2.78863323507484 2.61922638688146 2.99424100979925 2.27668377452029 3.72468990694889 3.90218303115449 4.3799372593297 1.51876701180236 3.88036157410776 4.7396626074464
"LINC00883" 6.47837030827325 3.68274551739156 2.9581269234846 8.28556987820308 6.61542787899753 3.75139965759009 8.7019463512493 6.66195428818225 7.1518172887046 4.41384108364301 6.02330361823386 6.64613952954035 6.71184909249155 8.02364700631924 8.10222377369311 7.36299501893157 7.37408328833309 9.71267558564125 7.41834758877387 6.13050046173376 8.32051508861031 4.60468581707514 8.85880022148785 8.82064263565737 8.58755687733895 8.75991280940142 7.25910123110666 8.98857218946722 6.42384721709476 8.93867277184363 6.93774072449499 4.1725914965521 7.42582307255138 6.16986622203199 7.33784904331209 7.80750840528133 6.9043591485948 8.43854624547961 8.32489358168542 6.94291340248171 7.94235724104354 7.56099053445898 5.14077128926046 7.94153401183719 7.97252485769443 8.35781260177177 6.08709515930759 7.92200918741235 8.08915077118447 7.4999497699019 6.58203934356563 7.73294413322049 8.0045142319027 5.49001607376908 8.14260567628856 8.05086406893377 8.6506277527359 8.54902802185326 5.3079180190235 6.58292538975706 7.54208831322769 6.48131384276573 8.87721387736157 8.16766158945685 7.04763307424415 7.26463179499262 4.68839895033532 4.39710031168747 8.69849145360431 7.01102596558608 8.4624325336078 5.79200739553518 9.40508239065492 8.50029859822282 9.12539766949382 9.64536555148919 8.74076977839414 6.57271680344875 7.17595473303457 7.82553123695534 7.39720069007768 6.73665196749336 7.23237143871456 7.9686787133148 7.52067807536609 6.01735953785841 5.78468807235892 7.3623763398638 6.10392347379665 8.23980101657938 8.0562530127087 7.41796240647599 7.66431066271058 6.78458192392476 7.79223456750082 4.89389767902103 7.29340988910513 6.05408260341124 6.94624566035232 8.35835198012147 9.41576074079436 8.80110178963953 3.26713760202
"RP11-697M17.2" 3.34751369071 4.16808854083768 5.07242039208516 1.81979236954418 1.97930369371252 -0.693147180559945 2.63386107386043 1.5071567041523 2.10920678696276 1.49476212073318 2.35393834189748 1.72787480197789 1.64751374606901 5.43663612220648 2.64982682864895 2.28381746615688 2.44547736792068 3.44662793067315 2.90592181691044 1.87043407434737 3.11476935711003 2.12375499227975 1.75666522456327 3.26675806781006 2.82195893711948 1.85765815367406 2.59580135053836 2.05817958277777 3.45482293714484 3.12883945187983 1.55456396944049 -0.693147180559945 -0.693147180559945 2.2365430710944 1.64017179230896 2.96748184680488 2.51455393845756 2.46181469518566 2.46869995427075 2.44838572914479 1.6264979255528 2.06888169180251 1.77319418353934 1.40852939567911 1.43044662862777 2.63855223840332 2.90791877093916 3.31016373798634 2.12675662863358 2.47665125786611 2.04762443862284 1.57369385405275 1.85788255779268 1.35965205781495 1.92464105954031 2.83395827459469 1.73043379903266 1.91280331210953 1.37463776635197 1.63967550991482 2.87312971029233 1.6239073442603 3.25997189390028 2.8920882939445 2.24401235294654 2.99223382039527 1.86488007735278 2.18995902399762 3.109713872451 2.62889826988304 2.25534171028282 2.06289405891492 1.9776749418962 2.64167615798691 2.61807684322512 2.70441140834432 2.92364809612276 -0.693147180559945 2.83063667825892 2.50353222701965 2.29326027513596 2.05532686112514 1.91206051908114 2.19517373037197 2.65407947398712 2.54867291639839 1.69409052573944 2.41013586198684 3.45478214834321 2.73350501183825 1.44278736666892 2.29103452484053 3.01849102579323 2.3040323513333 2.41828723331351 1.91870203768343 2.49166393366326 -0.693147180559945 2.61672649005091 2.69927415104706 1.72443606677774 2.69833956833093 3.61242973370088
"RP11-379B18.5" 19.986697852206 21.61106091908 17.7144845119736 17.5374456858906 15.7578899234583 16.0644480225401 3.90985925096282 6.14138893098845 9.47331618976418 10.6632647910438 18.1500675663401 18.9217807153201 9.82382990336784 14.8521684053132 21.6608135271724 21.3414210173901 8.79393493168555 23.7909518370398 23.1861463026209 11.9492337224052 11.5730729478808 20.0360821360161 15.7813100674726 22.9924595004106 11.8315927618276 17.5576080548681 22.0175372262774 22.7611289694318 14.4176854785341 24.4425136209986 19.3303366562493 12.0183721503061 20.3343066120928 13.5035700458568 22.8917611372882 26.2500659447797 10.2292948119072 19.2284554712899 22.8770676114873 17.416480847667 8.57924275910551 17.9832378985789 14.4410695473349 17.8478565137741 6.07016049196658 22.9498490552479 8.61236823600775 21.1408035938277 11.6768608367401 27.8396350493295 13.3260589668802 19.9412940186991 5.77198091768197 10.9506989276475 18.5170753101216 28.8806266798854 23.3395902455908 24.3241564522966 21.5187820094437 13.3317838084742 15.0533109446501 18.1939260299914 21.4167883941997 24.1517675286096 14.7475625621345 9.39363251450814 7.32717133873493 10.0374552290345 22.6827037782473 14.7436744023775 18.2608836834445 10.6293188189315 22.4018740678197 11.4414422559089 13.1019440461466 23.4723568864376 22.1235156552844 11.5085156436738 14.2710791740668 11.0561831034403 19.3041830149178 22.151102700206 24.0765437532341 7.95728448392827 17.5783963426311 11.8482473857085 10.5910444251902 17.0795259593464 7.45541680228375 18.484864134582 25.2083818980348 10.466696166949 21.8794901599182 16.9924889279981 10.3112308463044 20.4763322853081 19.1796907940088 8.73834104585891 12.4558796890788 23.0201317779466 23.2474691324045 15.8008236590024 4.61259234796805
"RP11-18H7.1" 7.22942381188697 6.46523860172116 4.12423388140083 8.75482010319127 9.23933063489112 6.20648465775975 7.57640300794905 4.09934579063669 5.99228782722492 3.87690923096174 7.14587599044084 7.3728199232368 7.43757112855498 4.9434447565028 9.83765792735448 8.84379948845227 9.47707625358705 10.7505201274599 7.88655200242947 8.63532290464358 7.86703298170208 8.22197953729593 9.1060301865461 9.10206633980433 8.54459319016178 7.44001079372581 7.72056808836807 6.27315075342289 8.5470369698147 10.1411164940991 7.03408482188769 3.9222734185651 4.18611821042678 3.58746438020143 5.24262312000953 8.62497554548959 7.08583309554888 7.68328516153435 8.70626961478773 8.72949565692986 5.96853806174242 7.73080144992502 7.58274014585187 8.14118919356886 5.39514539862444 8.62021468107669 0.838488842756333 8.17704883871605 7.30374390717476 7.97171505483649 5.35416718125184 7.22227781678937 4.73115909642446 5.05244866974276 8.27185829834421 8.97515171141363 6.43853205526672 6.57885547196413 6.33692299964188 6.58006096697821 6.63060065855693 4.04768334385241 8.60528431429157 9.38719939213353 5.25671369378274 2.63301251651466 6.80010830696555 8.73756163467859 10.7337562195067 8.16103437138116 7.37689792101297 6.40808978718364 9.07868811176759 9.68953511087533 9.60053444021357 8.86976166301566 8.7960048569209 3.78951667942695 4.85149162445487 7.3652742804268 8.45914891903657 6.59117191107681 8.10529668015862 10.360923525254 7.98456772015345 8.11457281875014 5.59616008802043 5.89753580924937 3.60772922750469 8.94436372395528 7.74368010807225 8.98254395552285 9.20132620579607 8.41841200841403 2.83291076588672 4.81627734178467 10.1410911834858 3.49412773111948 7.55793524642453 8.54021038665776 10.7645829644762 5.07975934197328 5.14910128176666
"LINC01140" 5.45039748301009 5.95691988598525 5.55410139878134 9.73316698590667 1.73144597256786 1.18580698255173 7.09830400014727 4.57073061517111 1.45347639934998 -2.07944154167984 6.75239520411746 2.96582823191729 3.25674377763061 5.41549642951626 8.67372636121384 2.84710861947886 2.34765941496735 8.61812234607331 4.40032158240537 3.08498673765517 0.0696183023820985 4.37511066906149 0.497423781992749 9.27093592479412 3.14896048030431 6.18924761012505 8.07782231030577 8.42960177366368 5.76982639522671 7.08162425749221 2.23189549694145 5.50631702110229 4.19050103159594 6.76999148005041 6.13338870482283 7.83736889366657 6.18629908384593 6.9051206362087 7.70825441623789 5.42120710412117 0.617995046021111 6.30731255985733 4.76369559603354 9.29079230966532 3.98081059509951 3.85980590557199 2.82241689373047 3.14535923968758 4.85182079062967 3.09975065215362 8.36299707781462 11.3303880569935 4.44265752122316 3.78474237334374 3.60534458270097 6.78273878963783 8.25287913656897 9.98479653034394 2.27163364751221 1.53627917247012 -0.204726002964461 7.45367549488069 4.6697161726817 6.94007357909201 8.77727650868 3.07400543815788 3.34900018707901 4.62254572777752 4.35585126811181 5.2279506240596 7.48858537703305 0.828701479504317 6.64134002982303 1.15496947979844 1.38283105022786 4.59209006402041 6.45572734750216 1.43727576282427 5.21496348669369 3.38607372084251 7.78920016125278 3.75110129283759 7.48054021974334 4.32923374601284 4.3332269705285 2.7846905262766 4.64796676834374 8.0258800828004 8.77615139304875 6.40529415812147 3.68791443792216 7.07504615246042 8.35772009941174 7.64834517919781 4.18309728675794 3.66057777917876 7.42781627441546 -0.151798531334335 3.24918902955583 2.48355842367078 9.21526973824638 4.6023836894263 6.52791739560909
"RP4-669B10.3" 2.01903919507282 3.18696884948576 3.14906393856046 1.73782608442789 2.72839306313726 2.6737844075835 1.83607909555845 2.10394058435224 2.60061254121127 2.39599681980839 2.09606023088139 1.63078990501581 2.25371030693224 2.90412430881132 2.89164100709515 2.38547331165408 2.71156965529396 2.57651524172415 1.58729594138809 1.99142151682447 1.81989580416004 2.52756197686169 2.10933812661961 2.33830098340181 2.34415547025259 2.20286525089067 1.71010997779534 2.39936322847706 2.39477863217181 2.30010926988116 2.41890382520755 1.72767883848939 3.05415145348786 1.80878305135815 1.85835413828909 2.12490857137371 2.48312997887807 2.44573904018867 2.78486172752623 2.29124814629234 2.62764154119181 1.08503146962468 1.88236005796897 2.7902110659582 2.16994408865183 1.89731626853878 3.4192470236455 1.72612743276634 1.97570435068227 2.12295230122642 2.07883919122795 3.1736131546989 1.85546546702937 2.38459419028913 2.30801732055387 2.02151940753143 1.82220323887648 2.51324572242763 2.98335270781883 0.692532511702011 1.17589759940003 2.14175895890288 2.68988752712532 1.97752396389192 2.39876019144902 2.05318977229919 2.04953662028239 2.81579447497926 2.76532269218171 2.05105185532773 2.12709598670119 2.05114790180903 2.46238968477055 2.58885494100066 2.47600002197228 1.72024313091199 1.76891029530965 3.45434157747035 2.09514289113054 2.33080509653154 1.56826677392981 1.69769451335902 2.16516083945756 1.86938932187191 2.10292767894865 2.81637370965043 2.10402911273741 1.81175965041071 2.70336850177348 2.76090259175052 2.50039997980901 2.26785633018033 2.19871186657633 2.25181994031221 2.13239694003722 1.87039038564665 2.06776917352496 2.61485186239671 2.64716748798513 2.05665706015434 2.05348808623602 2.5245625082253 2.33394674640006
"AC093627.10" 6.69216266474522 6.44487891667712 3.87403525289631 7.3984435479869 6.64401971033279 9.08108711875342 4.82583162967154 7.78527888573462 6.18273439200345 9.84217463559475 7.71631716273041 7.74637998614152 6.59468757215772 7.55166063139972 6.150445789994 7.17092189475028 8.67161204923432 5.50265407163444 5.89708299130319 1.1333167476022 8.12777059275958 7.94479347540502 1.9005190549362 7.57945676594347 1.39604084478598 9.63384494212828 1.3363854242978 8.11626646085492 13.1426824097453 3.45821309739197 8.68033909889656 6.90444203361562 6.00486678099793 4.19536110719712 7.87389529671592 7.63944113884349 8.81050793644146 6.74493270165187 9.27427860743717 7.85081295635589 8.27935053721991 8.58542116001438 7.28621906050312 7.93195208775911 8.12881686111692 7.29899380181353 3.86816749670432 6.74146367047637 8.62531325134874 6.59206744453498 9.20052324987903 3.97291417266372 8.16408788965115 8.07771336734265 9.83788507207425 5.60748002479544 5.67129123506472 8.41522355790923 6.50104399633943 9.2335714465601 8.26696587615492 6.13229555095115 7.90157480076661 3.71829657679546 1.18714088514206 6.35932182106182 7.32956888985558 10.8016665782982 9.16942833385972 6.05591594294482 3.62784739182161 5.81247091452192 7.14625133783906 3.78035134488184 7.55302781085611 1.99876716287606 7.99159888851699 7.64924461217081 4.46937442218411 6.50610362860427 9.01667765636787 9.30714361580106 2.96618869215749 6.04713795714461 10.4751606665359 3.20953926983712 4.64070309259212 9.77693162272811 5.94898196955516 7.22923320776279 5.13967721748907 3.78023276676484 7.99162780431104 8.37676969264221 5.4768197886453 7.18504052968447 11.8230992822073 9.55527521500878 8.61542040718294 7.88769273866483 3.49992858279427 1.67452487443305 9.77107050840287
"LINC00880" 1.60291246957676 1.63458310179457 0.879194672603764 2.62704138536024 -0.693147180559945 0.517358120030963 -0.693147180559945 0.712794195777323 1.66687960493683 -0.693147180559945 2.62962134169235 1.2127261287427 1.12934127506862 2.01789919983381 2.67444724539152 1.53673007609211 3.11314310879871 4.31848715171894 2.19136918224787 1.56155200517534 2.16149568276631 1.87459602056858 2.60099671894792 2.01273492448352 1.44426074397817 1.03339301673775 0.649231262120481 2.40703507156579 1.84719543875377 2.6333125626874 0.332508357573933 1.87311390568723 1.42558679847435 -0.693147180559945 0.617612837634406 2.40572997916058 2.11158693656385 2.17309770128394 3.01310026788562 1.47703730430801 1.86014809062796 1.59813491545547 1.6612515841271 -0.693147180559945 -0.693147180559945 1.88903187342178 -0.693147180559945 1.41699324820546 -0.693147180559945 1.77266721177556 1.92987326540364 1.58838753898372 1.23849416835418 1.18889449813603 1.3807030100316 2.14024098735978 2.44810610847451 1.93942226411874 2.17664485488017 -0.693147180559945 1.95910949931764 2.1044440405329 1.75549304213612 1.01057572485778 1.4928684013936 2.6907284869578 1.27975406568705 1.62348599679061 2.69578621834399 1.5324308383743 2.22904704375993 0.841224779412619 1.252895295677 2.61556022414919 1.71829265067654 2.57861045767749 1.21295049179463 2.70194593898161 2.43318746354534 1.44696569629705 1.63477874234952 2.24394013261051 1.51627822863115 2.81247961109266 2.10093216581937 1.37999544569365 2.66387103150577 -0.693147180559945 2.84241438792217 1.38588024135342 2.66112235584151 1.01941316288733 1.36234951401174 1.35552923731053 1.72823906034032 2.07866901016273 2.16637845569788 1.74408875126049 1.7906385327509 2.81424620622441 1.68267153451449 2.25014101525153 -0.693147180559945
"RP5-1121E10.2" 1.44322645344113 0.996101581085304 -0.693147180559945 2.60409118582165 3.21837500506631 1.91026013433518 2.10302307519243 0.726791054642913 0.530705410192994 1.70223031805586 1.85296115300782 2.05303947586747 2.95195976917069 2.71562060055105 3.7506079287825 1.94323767274006 3.02464452204783 3.31021884507821 2.15569701676518 2.83046315333559 2.76353435268195 2.63989634347804 2.81712298277395 2.95795458731089 2.38453840552879 2.06210769940176 1.9492316281954 2.15020323564648 2.87203857907658 3.38715861881967 2.03040193204221 2.38376474239076 0.54723342891885 1.8963005021263 0.969333827016844 2.66554889698635 1.89728671001206 2.18553168455854 2.06905402475674 2.35399274643651 1.73554836870473 1.70330663998199 2.22380574702172 1.93683463792833 0.668907092840057 3.29603444132457 1.97332998619442 1.9501756374652 2.65760414561129 2.87642196505705 0.894137807777035 2.24669728440851 1.71917767831353 1.17401900459007 2.46834319929892 3.27149722304811 2.22057282203868 1.60994355144255 1.39258639999849 1.90504172950274 3.13847674196374 1.86106463749765 2.70918768955848 2.07997205322109 1.97610123375043 -0.693147180559945 2.32803113298736 2.63217026294917 3.2547830659816 2.75224812328208 2.15518330216193 2.33945287579676 2.1674411962353 2.01598975032843 2.80044472179656 3.07129817225713 2.64333596120144 1.09058504636722 1.84308026857779 1.49527576133933 1.83131125904025 1.49862930857923 2.623848730616 2.06667412288752 2.60172987429548 1.89766473762959 1.21561163310921 1.36210701314928 0.841355968536564 2.3466504694174 2.99355156220501 1.64219979925173 1.54342308149343 2.63627342149885 2.15155273412858 2.11998007915559 2.66464995329442 2.22869905153812 2.00241545132689 1.71300876839551 2.70350106006802 1.87217387789235 1.49534346406753
