"TCGA-FF-8062-01" "TCGA-FF-8061-01" "TCGA-FF-8046-01" "TCGA-FF-8043-01" "TCGA-FF-8042-01" "TCGA-FF-8041-01" "TCGA-RQ-A6JB-01" "TCGA-RQ-A68N-01" "TCGA-FF-8047-01" "TCGA-GR-A4D9-01" "TCGA-GR-A4D6-01" "TCGA-GR-A4D4-01" "TCGA-FA-A6HN-01" "TCGA-FA-A6HO-01" "TCGA-FA-A4BB-01" "TCGA-FA-A4XK-01" "TCGA-GR-7353-01" "TCGA-G8-6909-01" "TCGA-GR-7351-01" "TCGA-G8-6907-01" "TCGA-G8-6914-01" "TCGA-G8-6906-01" "TCGA-G8-6326-01" "TCGA-FM-8000-01" "TCGA-G8-6324-01" "TCGA-G8-6325-01" "TCGA-GR-A4D5-01" "TCGA-FA-8693-01" "TCGA-VB-A8QN-01" "TCGA-GS-A9TT-01" "TCGA-FF-A7CW-01" "TCGA-FF-A7CX-01" "TCGA-GS-A9TV-01" "TCGA-GS-A9TQ-01" "TCGA-GS-A9TW-01" "TCGA-GS-A9TU-01" "TCGA-FA-A86F-01" "TCGA-FF-A7CQ-01" "TCGA-FA-A82F-01" "TCGA-GS-A9TX-01" "TCGA-FF-A7CR-01" "TCGA-FA-A7DS-01" "TCGA-FA-A7Q1-01" "TCGA-GS-A9TY-01" "TCGA-RQ-AAAT-01" "TCGA-GS-A9U4-01" "TCGA-GS-A9U3-01" "TCGA-GS-A9TZ-01"
"LINC00960" 3.65097602749007 4.21306157187129 2.903934027485 2.57991421678539 0.98377947199116 3.71003949344357 4.58042809384723 3.78460871093364 2.1654884462944 3.08679177314218 2.63752895712475 3.82473195511943 4.79762866718767 3.63698679302919 4.00602994326464 3.65490739395825 3.22425201332641 3.64011246592388 3.27214937403606 3.68586507858657 2.3630109112802 3.72108195338666 2.12357442064792 4.41499003170187 3.88066824634696 5.15131241368029 3.83154709438893 1.83272790083211 3.2782601320576 3.00159849168015 3.06504017576996 3.76331276217542 4.14331941909233 3.30986828622358 4.15818434602472 3.35180766769195 3.56807054793431 4.89809731457744 2.77985716319257 3.49678311949618 4.18531929327577 3.45751061228031 4.5093136214602 3.16214382599665 1.49396258884362 3.89409009008621 3.88646150708663 3.2054210763372
"SUCLG2-AS1" 5.10644992990402 4.21310428767647 6.86372092793421 5.38458135153961 7.58585435525437 5.17747703027988 6.59751266649877 3.62472213162081 6.5649979911449 6.39418609906932 6.01073440592703 10.9635010209864 6.92860896664931 8.60099334743433 7.08259148773855 5.33011526538594 7.05803261819332 3.04582933998981 3.99342425776475 5.69335330287952 5.36447952149179 7.52993081468242 6.63997698660047 5.36215691962282 3.72859658729158 1.70053407943085 5.73201374404758 5.79892148789528 6.36185273357797 5.72102320771304 6.85517430122528 7.48411117576329 5.40724051626972 5.49754503923654 8.89511478233181 8.5652533480514 6.13996820773 5.89265261092549 6.97497882743381 9.86065113863963 5.3846239210245 5.98186709797445 8.90457900799111 3.76847799984131 5.17315253506654 6.86770930646348 9.08007172608268 5.66694043736662
"RP11-80H8.4" 2.24739574668018 1.41612141341393 -0.693147180559945 -0.693147180559945 1.56848439779535 0.542431616647717 2.14794174882627 0.811239012473124 2.886540485724 2.41418801698593 2.05503437455032 1.86785513507772 3.47339758795821 2.36016295433678 3.6649683767791 4.36086391721601 1.80270562257268 0.867018992764477 0.659652693205197 0.992906497103437 0.484533744022109 2.88423037138584 1.28665043043758 -0.693147180559945 4.07898969291622 1.95509488223147 2.23882430620988 1.89225969014895 3.63660178565167 1.27608594508704 3.0542509620157 3.42700349822325 1.17330556589323 -0.693147180559945 0.30449766818407 1.83177089193868 2.2556466038307 0.463386728156532 2.64480291139748 0.642241549429218 1.54185548648681 1.80209542221885 1.96444369237085 -0.693147180559945 2.01926326060219 1.18414134162395 2.60006772866389 2.47324876647865
"RP11-755B10.3" 2.37615558425101 2.57871757675242 3.87690444570887 3.24447380244883 2.42709803250957 2.40164599741643 2.28776554231847 2.66910270646906 3.01245540777846 3.29457739910876 3.29074414543395 2.91391474016446 2.79118389864353 3.23959405031124 3.02352577823257 2.81580221500511 2.86277219630379 1.4854945540698 2.7702466491016 1.96804287528365 2.11043876851502 3.24960145149378 3.04931538695787 2.97471022560862 2.68165066742289 1.59900759943529 2.81232369826934 2.05964566397516 2.34870120400255 3.09097894756045 2.65913302475656 3.29513153411932 4.03496008765236 2.84344720554266 2.40767003424582 3.13422311316842 2.58512280890547 2.65005144610652 2.79679743684107 2.73480193763651 2.91107448168105 2.63941646227881 2.77845504373936 3.14679609606718 3.0457246932466 3.08927003921089 2.86757748243206 2.73636698239811
"RP4-791M13.3" 3.16195442819249 2.10271997033052 2.99887344254808 2.72681862046341 2.69754146189123 2.38458795172646 3.10588354972195 2.94440792065341 3.77675661774457 3.05677377791541 3.37804406972062 3.57536813072018 3.53473647394803 3.66270663736302 3.88202616539467 2.78853980294588 3.13306571386727 2.90858575449564 2.56172314360772 3.08597248598833 2.00410587220854 3.01084864475153 3.43160458603021 2.90451981947728 3.23495765895074 1.93272357686034 3.85753652781247 2.88913799381332 2.56533370469042 2.39814362073584 3.25167054481171 3.69061520799707 3.88052724925111 3.09605560735304 3.55896019046584 4.40630419973966 3.77538928198121 3.07669531276981 3.42723140120598 4.14329553105749 3.51362570301742 2.2642459065537 4.45554957931318 3.59808875542719 3.2127356889176 3.5873010982212 3.63783238519762 3.48394675807912
"RP11-34P13.7" 4.14269556629238 4.35975588855968 4.12979552834466 4.35322498067879 3.82298422452191 4.74743528804693 4.5321135256781 4.2326466232375 4.05356595374264 4.52876180189399 3.90008222984962 3.96465413078686 4.26439636472195 4.39707497765869 4.11431493083134 3.97846224904704 3.50460513668518 4.02024236350389 4.07548350942428 4.51783629030117 4.45939195328907 4.42691286346386 4.14139040983834 3.86110809755158 4.2391373715105 4.04493738743842 4.34968388930187 4.05148380847374 3.70329399470858 4.40710445434519 3.70827228375772 4.37562763618273 4.58335846882923 4.21527449245223 4.17947385872419 5.09402601831012 3.85045623033175 4.1581717982199 4.62326531283378 4.6541974146582 4.83112061169911 3.81539268027009 4.54607512184271 4.57040212824761 3.53841179180587 4.2726405392375 4.31412379114656 4.6816159428681
"RP11-34P13.13" 1.77717656757086 2.05895109551363 4.26426726749191 1.37152226991546 1.21169293145763 2.04844281020171 3.42370194642556 2.18086490190759 -0.693147180559945 3.95982856133215 1.91793413870761 3.36758051462456 5.39921971509974 4.59827557047392 3.34231095502858 2.92086926304726 2.34498919801272 2.42263127385964 2.95991921740044 2.65336576774882 2.65661423561224 3.13951728031732 3.15581726038704 2.2602766013811 1.05819376566626 1.27710288077776 4.27676819406281 2.10393964377924 2.64560999255151 3.44972630422461 -0.693147180559945 4.77509959962316 4.76786162562426 3.85794447200347 4.66420638012784 4.51640933897094 3.54349541070144 4.49257315893524 2.54497537176515 3.95978445279171 4.8278190142284 3.49579487670928 4.10583612992145 -0.693147180559945 1.07767159643033 3.9929124881764 3.83885827032115 5.16276119841724
"RP11-1398P2.1" 4.88248525284549 3.96530443845804 3.91521242311493 4.03403718834571 4.19064475726001 3.82093417597521 3.74666404991612 3.02689131593815 3.31672350840564 3.46040982406327 5.5899839167631 5.63940946980568 3.32175783853826 3.87286140353632 3.96497796458515 4.33823218737784 5.02319755852862 5.20861794463488 4.49329371018821 6.02035735162011 4.94412482753205 5.2978320932772 5.24743870955236 5.20074686884149 5.55158581321542 4.86526505373423 4.08759488902906 4.95041623255304 3.85758593618807 2.62996775450881 4.11065655159064 3.8394139250369 3.71870909085443 4.24058160192027 3.76808761931504 3.70658556790542 3.56598291552804 2.77864470609595 3.53955759353027 4.35979236276757 3.24022706966068 2.99414003775669 4.04064536096764 5.64988914842251 3.33871858682759 4.07116927975789 4.28882942148643 3.58146001973376
"LINC00883" 4.14511607375591 5.21422823561953 4.41331714580354 5.47296579311358 4.2535630534323 3.8815279183735 4.56461347259597 3.67657084194242 4.47735715021178 5.12224207169541 4.11256080033224 5.7378234897098 4.11510746295256 3.39416069296693 3.89483604333141 5.4780268653402 5.13846386841547 4.66125878310941 4.38860380893 4.43158532258431 4.91716158434415 4.38406563700766 3.48969410597565 3.54144483585086 2.54099222052789 3.9642181979932 4.79894208129946 4.31797772054557 4.29819166350645 4.26062920098869 4.05752371521481 4.67237077508133 4.51769877047192 4.55699192422236 4.8119836527888 4.25043790282342 5.12085812904714 3.76996972057864 4.90909777295739 4.64142125452355 4.17928240741514 3.32281296684889 4.90263943964664 5.41755977295982 5.01959759524205 4.09762163767668 4.80673210452506 4.02020699338207
"RP11-697M17.2" 2.38737826386867 3.42591023584186 6.44565015826613 5.16066600937229 2.80207333619567 3.44001456290771 1.44765343776536 2.356322819712 3.50222167877188 2.15122669606395 3.08854991284762 3.12093797458018 2.69321088680546 2.78108768626575 4.01676298747909 1.47250267854696 2.65730552129516 1.75584379077443 2.78222036856888 3.5799508200435 3.71911563728383 4.97854534704979 3.95187931767115 4.22818608783334 3.4516611101639 -0.693147180559945 2.74611770358753 3.38627439736865 2.82181993554585 1.6339278440069 2.67814721819934 3.26894057729825 3.98555236356198 2.30703212656831 2.42882185898219 3.06425211330391 2.3098938192766 2.5794814820811 2.23174019701662 1.96432355515416 1.98710504044506 2.87516469012853 4.25558923305807 1.52411255288228 3.8731057062499 2.26272400995597 4.24288452844716 2.13072514866488
"LINC01393" -0.693147180559945 2.22681753036909 -0.693147180559945 0.496294096680958 2.58094067250943 -0.623786984287649 1.65189389719869 1.40452097345957 1.50637500095055 0.886628139736463 2.04004505196397 2.02797186951533 2.60850231834032 2.56044046365153 1.52460435597348 2.58168362854341 2.14712286249084 -0.693147180559945 1.10490027592542 -0.693147180559945 0.978331042334004 2.2564278251339 -0.693147180559945 2.06410340403363 1.96715748557705 -0.693147180559945 2.02814123646501 2.18643543354716 1.5912467403666 2.77781205986363 -0.693147113806831 2.2703684551214 0.915735927935404 -0.570374668325465 0.836385096390337 -0.693147180559945 2.58287004920946 1.94433936476881 1.77957533531861 -0.693147138360903 2.62985551027762 1.93937061241692 1.68165107903311 -0.693147180559945 6.77886748950668 0.566339077446864 -0.693123975281977 2.69998005889478
"LINC00877" 10.5396109206831 14.145464259346 5.65623828119599 8.09678957361438 -1.38629436111989 8.32864924035977 13.9882427051036 4.70331966369885 6.37538960216397 9.43412277503452 10.2486907636101 11.3092821693251 7.12448561413628 5.77701505100272 5.38922695580478 7.67884245835598 5.8667867555567 9.71834247570006 12.584562944811 10.8839362749793 9.26186554766683 6.75585375221394 8.30348080648898 13.5330836559301 4.50814970610494 11.4647059316757 10.1346070239697 10.7801687661323 9.93916661111479 7.0315841712874 3.35904951579181 6.99618080904034 8.86513542877305 2.99143723763532 12.0837581421833 4.85019837117505 5.15894051900606 5.88763733357309 3.88196046253059 7.30543732207377 6.1128688982966 6.59340964871196 9.64233999062487 14.0157179383333 8.95804284857935 8.63147126415194 7.72143965104161 10.9197250589705
"RP11-379B18.5" 5.61340555040835 3.83511108112832 7.13572771651725 6.73119271767031 5.8051924578254 2.05075871106527 4.24000220779005 5.73804014370621 8.77118477667874 5.55414259888437 8.55170895781222 9.10300087448102 7.27088548768612 9.72099359388627 7.96077501857238 5.33602535126437 6.02208252786719 7.56345862535729 5.69375733894919 4.47495706510749 3.89169103869957 5.8092202901079 3.81868638592016 7.23749517383684 4.14933372709035 2.61615397887605 6.3694012993273 5.3371990772516 2.69638165208381 5.49487398796379 6.47396523857902 6.37805481624143 12.0212154869341 4.75966366279996 6.83673023719038 6.80948395476341 5.15926656633306 5.85006682158099 4.91284173156386 8.19475719765167 5.29589724092163 4.94141701906935 8.59973989283364 1.39346068483739 0.852092809902125 6.01908015029607 8.92644452403311 3.99120249649253
"RP11-18H7.1" 5.89674771708971 7.23303971626885 5.1524988179717 5.03986298590344 5.82784884359249 4.06689038380568 6.48639547937258 8.39786235099533 7.48756673884365 8.75873349887162 4.23223032844073 9.06379719781453 8.98310606347589 8.47181082915164 5.09338819496068 7.55087683590189 6.46864576382365 7.82293527725826 5.33708899480156 6.14300242397693 6.52629089922635 6.86357058255077 4.97855268416657 7.66507077728916 4.83492272169353 6.21832192520252 7.77701914969926 4.73856381227692 5.3648117964247 9.02402811627791 7.39277989027866 8.81599016364698 9.5696666506823 8.22108564902512 8.81133050519538 8.58230057886836 7.76763621391198 7.27433179776994 8.14984234949685 8.43514147609605 7.36543987413537 6.5051414263755 9.04240168282394 4.76562039486912 3.75968345163758 7.52846057809305 8.41260744648374 7.09973154635972
"AC016757.3" 3.37762435607687 2.20940849308592 3.30917914800149 2.70263873817047 2.09694694749459 2.57570074796119 1.18264405450284 2.23082419153985 1.55717226372205 2.03535998220914 2.85427647908411 2.19871314423406 2.61184543143755 3.23991278027417 3.55562250737139 0.948759044149567 2.11534579583808 3.08882492693631 2.03284588856633 2.56453106648183 3.18639222082613 2.51844076428651 3.62533494278961 4.04803622609675 4.23905598034438 3.35174169360109 3.61885264442241 1.96023404765148 1.88678607719586 0.446015552908163 1.84956602564442 1.60761280762991 2.48371813390773 2.67301400675017 3.43631600864821 3.29456620319151 2.4136430450815 3.25011632829526 1.66113356360707 2.77835772828424 1.34510842326925 0.5239999410975 -0.693147180559945 -0.693147180559945 1.98419823464803 3.34519980399649 2.87678085182662 0.602417092615457
"LINC01192" 2.67804603218731 2.4211003827794 2.30380736459044 2.56432100327447 2.33013417492167 1.68282562149909 2.13298534858885 2.6122887805456 2.70720334308045 2.34912336211227 3.14231236375552 2.81041513360411 3.11635735595629 2.71281370528683 2.97087886976175 2.12185797181341 2.25255046213787 1.81472997382311 2.78965017745483 0.992906497103437 2.02058066485202 3.12620178952725 3.26748573614855 1.85366586592349 3.11391352499721 2.34553636066614 2.80550838830324 2.28443284164382 2.62086968305938 1.60578705249538 2.94624244500883 2.19735530359247 4.08422549500821 2.62330871176658 3.32827531325531 2.30924651260278 3.61067818048951 2.76282910054584 1.22675437273872 3.18931929016509 2.8310916275923 2.2673553560034 3.16517824676867 2.28168302960056 2.92096544823906 2.64494168615863 3.25568467601998 2.99261731688057
"RP4-669B10.3" 2.34745855078364 3.03563185177597 2.83634032181529 2.79190630757078 2.59511337121052 2.98916711906065 2.40051838581931 3.02689131593815 2.14249875660043 2.73410525533133 2.88877337857799 2.80144194284986 2.27619884516616 1.92845457386771 3.12669576807014 1.91756580544871 3.02226395909153 2.24006334101218 3.15295345430206 2.08774494623485 2.59782446183152 2.58418737987302 2.34538464990747 2.13461836796803 2.83124081635535 2.55905415191657 1.58939733476176 1.80698776956936 2.57940816950929 1.97222670664078 2.56133926885591 2.15854995727586 2.77815818924512 2.78263035041805 1.96918721229296 1.34978686585822 1.84251083539849 1.69109685247135 2.49655306647108 1.96832262139483 2.27018146621752 2.72819173580467 2.28080684727741 2.39877015399536 2.90669379999116 1.57049353922006 1.87779788694298 1.12648865790808
"LINC00880" 2.39511564351429 2.49387229927523 2.92090538080621 4.2674936209745 1.56889635328032 2.86642629336163 2.98771592160906 3.49231271983309 2.01731536646856 3.17795023798925 3.15551808986875 3.44125080428224 3.26401035721743 3.2197894937645 3.65066466288626 2.95278214100721 5.14061478050132 4.24281259926412 3.27010752879371 3.44320110402323 3.65666145090448 2.39186588517029 4.99888109367131 3.73503600396802 2.87624769960822 3.55496153269577 2.89608750289601 3.87312063094264 1.30681271852252 3.38735742053963 2.57319470629506 3.08170214606238 4.36454724381171 2.53902662799366 3.54704432803455 3.46350140291764 4.08209476550728 4.06349356552635 2.32330335134984 4.40420013183393 3.17263161430343 3.20288715350184 4.33357569105063 5.41934712814748 3.05820695227419 4.34481793424098 3.79851428135586 4.58416487851292
"RP5-1121E10.2" 0.93778765328925 1.39210817435011 2.68464939923014 2.15429727952025 0.982362838719413 0.643496653751654 1.34643037150773 1.1596795578062 1.79378859554475 2.83390774774395 1.29027012676017 2.7399238222893 1.95233688485979 1.65481281663419 1.36449085653674 1.62349031329153 2.55780194643173 1.65894991423096 0.736908681635505 1.11869838390851 1.51597825467431 2.20375310548953 2.19749631370308 2.14469932435791 2.67355020402401 0.611368471103117 1.60929771684697 0.391771605522696 0.987993429901971 2.35597985665612 1.19303594748451 2.16853653368408 2.80244877966689 2.49594753695145 1.75549400392821 2.85403722597916 1.66831746347343 2.10433665445945 1.99771595027932 2.05823088025817 2.019240731779 1.66329127342902 1.56904881933903 -0.693147180559945 -0.693147180559945 1.6681715417425 1.8155431217175 1.93100942766887
"LINC00881" 1.24923862380143 1.22436875084381 0.695564339671893 1.62343752033233 0.974440528176959 1.42564819785486 0.973678170425733 1.97016261958913 1.77208658726884 0.654454039387297 1.84330661522549 0.912870863290337 0.244827114399929 1.21894677006886 2.07441298553997 0.19693171689424 3.45536389476658 1.81472997382311 3.66518385294105 4.3210591849056 -0.693147180559945 -0.693147180559945 1.78525798391936 0.67843657750841 2.44961371085623 2.41523016491615 0.957286809804361 2.83443138909943 0.966826647135234 2.76236754360599 -0.693147180559945 2.23582503746712 2.40918407666111 1.68025679118568 2.81159516109246 2.52387452602269 1.86749577579948 1.84276252345739 0.892037246389223 2.42493673212894 0.288669593172698 -0.693147180559945 2.21057988826531 3.39875968394752 1.86129628729444 2.56670616890831 1.14679567363749 2.45852096322256
"TRBV11-2" 4.76632858810632 2.47762921534037 2.25434408233547 2.09140098046582 3.77261581145934 2.91362577626138 3.30516365981337 2.73312691164685 2.73342538831221 3.3096412369996 4.28258387763015 3.99621300835534 4.57564613548162 5.0088319661574 3.30109715020961 1.32631114334373 4.29801700811024 3.93680855711212 2.03739515502856 -0.693147180559945 3.88218522355113 1.56542875715486 4.99038242403597 2.50685999432978 4.73894029879625 4.68038355023257 4.19236491616032 4.07977403030774 1.56007395524887 0.21749753330094 4.53418583392962 2.19924342313382 6.32797789183984 4.08561616700016 3.12476451691606 4.79810803450431 5.88229030287762 4.60054065325466 2.88710760569508 5.42792753086256 4.75349217642813 3.76039324017342 1.81789506205834 0.956251778927183 -0.693147180559945 3.96532524968243 4.66755462367664 5.03972919125416
"RP11-747D18.1" 2.13921538266332 0.67267356823642 3.78365858231665 1.16799353114565 0.469341495735543 1.34137658439977 1.01067929531411 1.75314065224787 1.6981431189255 0.89225165672368 1.89116445300096 1.28477369745105 2.07613220111852 1.7070141059976 1.84638439752196 0.979019633007408 2.06140920351097 -0.693147180559945 2.1133885402251 1.59213461834558 2.17466787078637 2.67604072949448 1.28999586550793 2.58996269390016 1.80160294019782 -0.693147180559945 1.89277152850572 2.26097227761868 0.699646785529823 1.70551951284424 0.685481122189747 1.83487026235608 3.14439844123638 1.2475744180818 1.32734501864505 1.83852997139936 1.35860499778445 1.97430622236778 2.04451302236148 1.24621771997787 1.20042099900627 1.1949421523474 0.293136590814237 0.95735071917786 2.31709777399255 0.357653110163897 1.66809964520304 1.50809558857395
"ZBTB20-AS4" 1.06335629692121 0.740575530330442 3.97082921289324 2.12038065572454 2.65934444736261 1.4627099832141 2.20414141001162 1.77284077655951 2.09586215932523 2.08811733812515 1.41159746155233 2.40553678862039 2.12868642348153 2.19805313428032 2.50261467758565 2.12162497202127 1.87509914700216 2.6724959547937 0.868070314803304 1.96125943976848 -0.693147180559945 1.88130117916053 2.57651657239181 2.10634232908908 2.11021082881347 0.721248079329752 1.14158087488444 1.00581871117665 1.70381117335576 1.21507706854746 1.19735981174296 2.18298112629503 3.18255505116446 1.86986154129221 2.39941949002663 2.21189737383527 1.82533606832382 1.82238099214666 1.26627730380171 2.58586227417125 1.54723858374965 1.28796267224858 2.28424205732206 -0.693147180559945 -0.693147180559945 2.32556526365746 1.78777329636676 2.37107399075819
"RP11-496B10.3" 1.40351402773074 2.34154189820095 3.47815075270079 1.40031672491972 1.41394882720935 2.07090012847742 0.501890220562009 1.33613653604371 -0.693147180559945 1.45096157847681 1.99475664584952 3.35035213856837 0.879780917609255 2.16014737464079 2.21076867866296 1.48251173763614 1.43813474289242 -0.693147180559945 1.55763623584905 1.08854940309513 1.76031310068312 2.34909885969847 -0.693147180559945 2.65327063908525 1.86516053276687 1.87391569308793 1.57306910852525 1.06181071430992 1.44173304130124 1.32581135066629 1.18904353238346 2.22218738843518 2.79728915127229 1.7891663868001 1.61510536843099 2.03291083501996 0.847474943282963 1.74374279148326 1.41428831950756 1.59380943693758 1.34412947771947 1.4841007986246 1.73638676345248 -0.693147180559945 0.990178570682897 1.06997212223531 2.04098814008824 0.551775390703807
"LINC01152" 4.64685409719882 4.96626840715998 2.9558231553983 -0.693147180559945 2.12080263342994 1.44801357455043 1.43565002785201 1.69651948645619 2.04863588030359 1.40953673067488 1.31524097989005 4.80838412047809 1.70405813841863 2.82432647108844 2.28637926811503 3.29836163667913 4.39319366555535 -0.693147180559945 4.49399288872382 6.18342656564719 3.43024706954872 4.77298642654423 0.860025731056786 1.40080840442596 1.81663152613623 2.15348221457853 2.27758693575352 3.93669359359366 3.06415772977695 1.05692504765732 0.835862858437988 1.59315481833072 3.4889128322765 3.00210408728609 1.4693049761283 1.47189093356653 1.89589118875749 1.33567505771273 1.02472159384148 3.97494231205072 0.782090608646736 1.42637051988088 3.39147467327646 -0.693147180559945 2.91457811927154 2.96575273566505 1.15805255602294 1.15561951021704
"LINC00886" 3.35291702552893 2.04963218096052 2.75627528339219 4.01464362428564 1.37704636388883 2.34335944016156 2.82817455456087 2.12665756390503 2.53342577844941 3.22499274919323 3.46066523979241 3.75845266641627 2.92957043877983 4.81425797620675 3.66317544018547 3.29302199854972 3.25705248380314 2.08583726408731 2.79169137893482 5.56842806799855 2.60924925052302 2.47607919767882 3.28541903080254 3.45310471241713 4.9921667468152 2.65196007061928 3.12173564635957 2.70138379607671 2.8022021900375 2.1544459888421 4.69742187681984 2.38256814148789 3.53617054980962 3.28020480718042 2.31362363898933 4.35476860090064 3.13499773072142 2.35914502485569 3.56002913882865 4.84089657557306 2.62891035550854 2.82076141206325 3.36238780958018 1.91797513046239 3.77647368325465 2.74402608711123 3.99918505252095 3.26180702449442
"RP11-159G9.5" 4.11957452236029 4.13370996185897 4.62598691508539 5.42269596627424 4.19886531073951 4.06912861183271 6.73003658407175 3.46002309127835 5.03838655103427 8.90230240663443 2.41686505343502 8.38472267922268 5.32260763760745 7.39859913644751 4.17866946406592 6.07390542425715 4.7271477317265 6.77485161507302 2.75061863498353 0.895707509710392 4.06618530591547 3.60775116671189 2.96081264621846 2.34707536454234 2.07129038015435 4.12490146660294 6.24180782569938 2.47655048869766 5.86434638622105 8.49582086033759 4.20377785631911 7.04024737608106 8.20829402974389 7.19935011422721 7.6334601578626 8.6434621729326 6.32647251473859 8.5143220325925 4.30161453229438 9.19788655809891 7.85367425118553 6.68723899989654 5.39354395811807 4.11390513284039 0.541171861382548 7.69981719560354 8.37063092799721 7.99595250292602
"LINC00115" 3.44647255126677 3.53855336092305 4.26179465603191 3.15238129400891 3.68813956869346 3.62019615462929 4.05923551419949 3.88260062365061 4.22298169626342 4.07762285037559 3.29139797055643 4.06482012739654 4.19937399458104 4.43960476531892 4.3844255404206 3.86518550322388 3.14757663599951 2.29243679779525 4.13575059767764 2.1692532466509 3.05600748511739 3.90686967447643 3.24053202237145 3.13969129794384 4.19475624223213 2.80038604168049 4.16521000920591 2.94285545079381 4.35463953694684 3.94406807590763 4.07224973681754 4.75849404940769 4.28051542857408 4.18055181936008 4.55549172251748 4.08249884532884 4.42064671961513 4.23518552733283 4.02308595549196 4.2649883145602 4.42289921215691 4.63130643466228 4.457765465618 4.06352483214111 2.94681533638512 3.86468305865738 4.18160767590815 4.3493185796442
"RPARP-AS1" 13.2004601249553 12.5718872158766 13.1777371830341 12.5108655663311 12.3468875825925 11.3966031620904 12.343590919313 12.7573278486035 13.608858657256 11.9897408801216 12.8722315215715 8.72485695213259 11.539835304328 12.7694026363531 10.7952861573978 10.7048495951275 13.0044552196608 10.5953778881026 12.2163984436278 10.7838140856097 9.89902688915929 9.64240841732219 12.5038480428796 14.2687716546324 12.3292642042307 12.9159081517204 12.367543926657 12.5762644618994 13.0527827315963 13.1933156784094 11.0511923877569 15.1512646500191 12.6343344605791 14.2218903266009 12.8179108534758 12.8178235987687 12.9103214992024 11.9319840822255 14.675960946909 12.4497303745659 12.4528065319994 11.7064195213023 14.2313327532237 11.8779263301332 12.4623234583577 10.7326039521932 13.5275691024972 12.9310693848334
"RP11-690P14.4" 2.13619562530594 1.70693717768716 2.5288215622816 -0.693147180559945 -0.693147180559945 1.18546824137408 1.74117902473772 2.73408282344297 2.49207195118385 3.1411758482828 -0.693147180559945 1.83158767527778 3.20172267381293 3.63841894249939 1.44249037387938 1.58473165029741 0.837939549461276 -0.693147180559945 1.69784847557565 -0.693147180559945 1.60121532385058 1.92585027718081 0.922556806936785 2.51375965561418 2.85813263670534 1.90163490466877 -0.693147180559945 0.848938507250807 2.66321411180135 2.83862211547627 2.29645858299431 3.11884110922333 2.93765040650692 1.37243402567084 -0.693147180559945 3.02823290070213 1.97149763764869 2.27496737360645 0.708165861252717 1.75324807191789 3.29219317965487 2.45312996326005 1.55609212354279 -0.155631785646567 -0.693147180559945 2.9443461920638 3.45002946322625 4.24547895341204
"RP13-631K18.3" 1.90959440903708 2.29569104351162 4.20119272764858 2.27598738194165 2.6416144228877 2.52204899506141 2.37161342837481 1.48248647469369 1.99180536491241 2.4782200578917 2.01094744051275 2.71466120030202 2.90386526859088 2.5875255222636 2.56051419224562 2.39192347938011 1.45204105847439 2.03189627990879 1.41414654683609 3.44467706564141 1.95157336325936 2.70524516215497 3.50931127700885 2.86903257982805 1.90057709396281 2.17413389308984 2.16108881568947 2.38287399940902 2.29133813557914 3.00484277402333 2.60269164711879 3.37081482592719 3.73303484162051 2.3920814397978 2.73864288832645 3.01926709205923 2.56863061584178 1.85668175769354 2.42859811442618 3.03555392906251 2.44321670158464 2.23174348143312 2.71108745996825 2.17647599370598 2.65263845174709 2.6354168905436 1.96425637171299 2.45395526103294
"LINC00996" 6.09600958332594 6.5277958433607 6.3582325638497 5.87913309180719 2.15301162248348 6.1044223413656 5.28775439140236 4.55895630649678 3.61570144048431 5.86491275830313 6.72699766269617 10.448117543445 9.36300060673547 6.98336349703679 9.1393100514818 8.19403216281662 4.53600890138763 5.90783873632426 4.26120268435742 3.56842640296016 5.16960548823496 5.46810774464614 5.21633557834542 9.0001839923881 6.03483942209402 5.52856340989174 7.8014481103158 6.72414665891984 8.24902105380797 5.56037054140544 7.33863208880986 8.39594197672547 7.43137577295798 6.36921308611274 4.24260552234163 8.88270318204044 7.56412843188164 5.40800178526083 1.75249901891572 8.845346962408 5.00715989032031 4.24830918590547 7.59310336078594 6.86138680340718 5.05262794047671 6.33033899251501 8.97157231499403 6.14839350032344
"LINC00336" 2.91376917050005 2.94150725321261 0.718154353706741 1.02433589581465 1.64308825002105 0.553342803573819 1.50184342691818 1.75603265304963 2.14419360607411 1.96530379011324 2.18052802385674 2.7436226143336 3.58388022642837 1.95250151170324 2.51133556985212 2.76106892302164 3.80411017848198 1.97253931936035 1.56910776644914 1.97028126693395 2.44816532958724 2.17884311645544 2.3050783726145 2.79763937561887 2.77762807555445 1.71298391939387 1.74378934646551 1.64094773097963 1.7619815583799 1.27688030978782 0.825505902464136 2.26344775756749 3.21089457326621 1.61655915003942 1.44359903819665 0.757914320250531 2.38260608907478 1.08996464482799 1.86661172547146 1.99014674143322 1.79002272483781 0.58338182186515 3.22897011668001 -0.693147180559945 0.907192021091165 2.45018275856303 2.22924945897541 2.39396333908691
