"TCGA-SC-A6LM-01" "TCGA-MQ-A6BN-01" "TCGA-MQ-A4LC-01" "TCGA-LK-A4O0-01" "TCGA-MQ-A4KX-01" "TCGA-LK-A4NW-01" "TCGA-LK-A4NZ-01" "TCGA-TS-A7P8-01" "TCGA-LK-A4NY-01" "TCGA-LK-A4O2-01" "TCGA-LK-A4O7-01" "TCGA-MQ-A4LJ-01" "TCGA-SH-A7BD-01" "TCGA-LK-A4O5-01" "TCGA-MQ-A4LV-01" "TCGA-SC-A6LP-01" "TCGA-SC-A6LQ-01" "TCGA-SH-A7BC-01" "TCGA-MQ-A6BQ-01" "TCGA-MQ-A6BR-01" "TCGA-MQ-A6BL-01" "TCGA-MQ-A6BS-01" "TCGA-NQ-A57I-01" "TCGA-MQ-A4LI-01" "TCGA-TS-A7P0-01" "TCGA-TS-A7OY-01" "TCGA-TS-A7P6-01" "TCGA-TS-A7PB-01" "TCGA-SC-A6LR-01" "TCGA-LK-A4O4-01" "TCGA-MQ-A4LP-01" "TCGA-LK-A4O6-01" "TCGA-SH-A7BH-01" "TCGA-NQ-A638-01" "TCGA-SC-A6LN-01" "TCGA-ZN-A9VW-01" "TCGA-3H-AB3O-01" "TCGA-ZN-A9VU-01" "TCGA-XT-AASU-01" "TCGA-UD-AAC7-01" "TCGA-TS-A8AS-01" "TCGA-3H-AB3T-01" "TCGA-3H-AB3S-01" "TCGA-UD-AAC5-01" "TCGA-SH-A9CU-01" "TCGA-TS-A8AY-01" "TCGA-UT-A97Y-01" "TCGA-3U-A98E-01" "TCGA-ZN-A9VV-01" "TCGA-YS-A95B-01" "TCGA-YS-AA4M-01" "TCGA-YS-A95C-01" "TCGA-ZN-A9VS-01" "TCGA-UT-A88C-01" "TCGA-3H-AB3U-01" "TCGA-UD-AABY-01" "TCGA-UD-AAC1-01" "TCGA-UT-A88G-01" "TCGA-UT-A88E-01" "TCGA-TS-A7P7-01" "TCGA-TS-A7P1-01" "TCGA-UT-A88D-01" "TCGA-TS-A7OZ-01" "TCGA-3U-A98J-01" "TCGA-TS-A8AV-01" "TCGA-TS-A8AF-01" "TCGA-TS-A7OU-01" "TCGA-SH-A9CT-01" "TCGA-TS-A8AI-01" "TCGA-3U-A98D-01" "TCGA-SC-AA5Z-01" "TCGA-3H-AB3X-01" "TCGA-3H-AB3L-01" "TCGA-3U-A98F-01" "TCGA-ZN-A9VO-01" "TCGA-3H-AB3K-01" "TCGA-UD-AAC4-01" "TCGA-ZN-A9VP-01" "TCGA-ZN-A9VQ-01" "TCGA-3H-AB3M-01" "TCGA-UD-AABZ-01" "TCGA-TS-A7P3-01" "TCGA-3U-A98H-01" "TCGA-UD-AAC6-01" "TCGA-3U-A98I-01" "TCGA-3U-A98G-01"
"AC092669.3" 7.10290727810215 4.14046733259629 5.18277326626267 5.33400193809045 5.3611872952389 5.342330470716 5.14935742109091 5.50942012352655 6.03357852209998 5.05947956043229 5.82471690205595 5.54222423397212 4.56468652707023 5.61691034478119 5.11436151854266 6.525096371288 5.15724100649874 5.34267433218456 5.04567603651499 6.80716797157246 4.12851034156459 5.75763771635753 5.36834692292749 5.71816305147735 5.2725796168353 4.60922032749625 3.46026385890895 4.99551671849342 5.60622345315892 4.94919641262857 5.86625147580508 5.40327281332951 4.63842587591639 4.71575502619107 4.13186905270732 5.5416132821987 4.54754818745808 5.9242986636233 5.5600897742965 5.43260301916522 4.94349384092878 4.4646186711988 4.90979729198076 5.74939843789704 5.33762765493644 5.46222242587789 5.16221586224964 5.20285734028967 4.9850156026621 6.22017951937298 5.44703132757511 5.67105630164125 6.23790233039448 6.0657210219647 5.88375979784478 5.73795586385099 6.54344885937158 6.07070518489798 5.78130929657272 5.68248038927029 5.35064724474207 5.84388968731642 5.61504902816066 4.47232955616003 4.88536856734057 5.70208577604084 4.8217796139415 5.72667669996168 5.18957778345471 5.24954168505831 4.76619648248671 5.85621727958179 4.05805408989716 6.12925626106567 5.09642080987429 4.82572220331862 4.82866070770319 6.52100725115395 5.81589339564744 4.83890680774978 4.38205610527141 6.10889537105164 6.01477913632532 5.12107932956144 5.74840558734607 5.4659289042237
"RP4-669P10.16" 3.32563035230276 2.54499006425196 2.99108738373102 2.2440859398038 3.10579758764777 3.41361634051279 2.56404559960258 3.08285918940029 3.05460378646075 1.96633850159845 2.83529655638914 2.74463378260886 2.62239321318064 3.11545169044436 2.2158920236245 2.10131881952613 2.23075223830617 2.9154532809666 2.21377716425536 2.36093022443154 2.17119735260036 3.50138077148762 2.22742727890979 3.36687939428649 3.22005929747532 2.54100937921987 1.51569127690025 1.99993316584367 3.53949864296704 3.01892558649799 2.4348059370635 2.77406036236827 3.75794530769051 2.81814738224188 3.05596371631388 2.65408575682795 2.76731259953537 2.57546377881296 2.35136643013016 2.35454654584371 2.86161586944622 1.11039292075768 2.78765772571856 2.60422498952227 2.46946402223018 1.89757627084158 2.22808356023822 3.86109293526192 3.73877909040206 2.7264770210351 2.68030048320857 2.61677749625213 1.81338758840493 3.18631051738098 3.27893145923928 3.4241965929826 2.36710778233357 3.66346297987941 2.82753194698842 2.58276572191725 1.74463979282226 3.19421034141484 3.02133598636445 2.65544715370264 3.03574089788545 2.87112609511444 2.52456893211038 2.50183362391977 1.64443410254738 -0.693147180559945 1.93603440886146 3.38728622432355 2.26370901274256 3.33088412879174 2.80534844813756 2.18341213373175 2.94409862549951 2.86315884203337 3.3400607641938 2.53357672687267 2.91441530864202 2.95670541353691 2.97676411542884 2.65182130059525 1.05442208462554 2.34783577261889
"LINC01447" 3.08055681585201 3.38543522423772 2.36745584983175 2.5669721645083 2.17534871821669 2.52354094669205 3.06272630916344 3.05279106494979 4.45130885738308 2.47028469303697 2.84005574880368 4.01850291656868 2.17254960581764 3.34922418472641 2.27537894266029 2.23939370600019 2.79569145754867 2.70985052139949 1.61393191091292 3.30982971020618 2.47414134759306 2.41954719029601 2.49487999873367 2.42987713130301 4.50333317960361 2.62198089141172 1.91146289896484 2.48511632766037 2.84109512442631 2.38741308536899 4.14633093002865 2.75558534810483 3.55515553412219 2.41121693314366 2.97187118295257 2.58250364056879 2.47247783454299 2.74082516984855 2.20743444370341 3.22392889981509 1.19709588218019 2.22705363004469 2.00280733063801 3.76799935099912 4.54308908566031 2.79001863834467 6.22671026250782 2.38999445704857 2.50904535686385 2.84190295163972 3.11855179112005 2.95449864218784 1.80502824603516 3.21673609101723 2.79502027226988 2.72706734379286 3.34327785650295 2.9816242290565 1.86541228986446 1.91960533529745 2.63403841748524 2.75468498674576 3.9576526089689 2.23220122512048 2.32870817836814 3.84260553169915 2.56239988566853 4.40432682594184 2.31695810404676 2.12769414706389 2.81810156426439 4.61494994792014 2.30056792690758 5.01266556474556 3.29613227995727 2.07290708105106 2.65250248856398 3.65024239050374 2.97069098027302 3.41443085829588 2.72955002989959 5.13735309225214 3.46105830053671 2.64083735570952 1.6794995563153 2.66036559883551
"RP11-314C16.1" 2.87745062719778 3.85572010224832 0.753460046746067 1.35247227472005 1.9809411977035 1.94445405870104 3.21272644637485 2.49151018991558 2.40419095166317 0.223118781810832 1.56422482517306 2.38007171514388 2.72378842652051 3.11711771972084 2.09455596386514 2.03007058930369 1.74705131569058 1.94550581229499 1.60063991460055 3.99239329565313 2.6878086726841 2.59415492985423 1.73160280968101 1.80147433285804 2.64673219279279 2.37898459834753 3.4502975317472 3.19358912466247 2.71099393561533 2.7139359287923 3.34050201058865 3.27404132371916 3.98164912983703 2.28260803755208 3.784972921998 2.09463128608193 1.54235332075481 2.54917705605266 1.4891104140169 2.17131410972639 1.11634145987761 2.77384301498711 3.60229676093282 2.02042733517795 3.8628416503585 1.82267757631481 2.79345394822519 1.58975282000545 2.61184290732484 2.02952943418299 1.58409215225288 3.0718308511275 2.3200929539969 3.14448438994597 1.73528004587121 2.0392057113286 2.65081956035232 1.05705606088545 2.83767910319976 2.61593298961178 2.20202064577352 2.52593257527677 3.11690882337879 2.31549431822154 2.31421939011184 3.26426760065465 2.25762584158106 3.48221790154772 3.05177404299187 1.8605558050935 3.18590989547342 2.25658218509818 2.26189990514855 3.13561297123317 3.01978084720289 2.78355838039778 2.36971451723564 2.88300408952625 2.43355337427705 1.87108286636831 2.93715428603692 2.79662498485298 3.05176786105722 2.00741330890289 2.98835036790882 2.55796156759936
"RP5-1061H20.4" 2.64789238648915 3.40383197923465 2.80880345959128 4.36341006749015 4.18206284461641 3.74660903802745 0.952056417308747 3.16477978359853 4.80838190332635 1.70468335351571 6.86547503136632 5.89802292351265 3.14004684534237 6.71483001818938 1.58484545380967 4.49603420348038 1.70119218876634 5.07447665335242 3.36664447995313 4.94663815575512 2.91197845177947 1.325526015149 5.24109232155859 3.9398916099637 5.2367524815785 3.05213047141674 2.8393400322752 -0.318120434410904 4.7433502689427 3.62075155129676 4.00091783823124 2.9857716562869 3.99893752020593 3.41291521253787 5.77262326185406 2.66704230513062 3.03357394766653 4.20424760806613 3.54569337695268 1.77908473537086 2.04051270584875 6.28419997935001 6.51681592209574 2.4378041505832 5.44813241052196 3.65765720674782 2.85200843928617 4.19119045614781 0.0679001934658322 5.76339265775617 3.47491372807619 4.64321420927772 3.65148461431899 5.42567863833059 5.53496595067621 4.73848463169946 5.64766860216417 3.58226525087366 7.95498002051911 4.33128629489093 4.49801508439473 4.43065242531316 3.88044336994434 4.63098863644308 1.12821149934283 5.45709807355107 2.69678995849664 7.66525355008132 2.18273250811223 -0.17110769469848 4.54143133185144 6.67632638070392 2.46119868412518 6.21784092945796 5.30734799985385 2.72475073053627 1.4144325245594 7.81962237928545 3.16040671331545 5.32333358859555 2.97829178270346 3.74276801713045 4.56587309683725 3.64239381375464 3.1830977623364 2.21862578865582
"RP11-760D2.5" 4.13689250113372 2.27279074607154 2.18294477721865 3.18208195074967 2.86689673959921 2.79972893289843 2.60684401190602 2.86571405456409 2.69543573369291 2.08617578538436 2.90017149611178 1.8603293693588 1.64937115158325 2.40749953917902 1.26632858526263 1.92832593891292 2.39912228197278 2.10742322458278 1.35697236682079 0.522805775541974 1.56155801848363 3.82217761070967 2.33485933458784 3.49143583033211 2.37476753706053 2.3968300904441 1.13167741100863 2.24553020870545 3.41465795637775 2.84762943956322 2.5548325203515 2.10505724835068 4.47506265195636 1.73610566810393 2.38526962466446 1.1612431981037 2.10018534168779 2.51001139768653 2.36139138316339 1.97279558397006 1.81422137452365 1.47345688354527 2.1468869749457 1.8827551104473 1.83706605986938 2.49652610549658 1.83285029648369 2.87160040263593 3.33392001870679 2.29054743791291 -0.693147180559945 3.11166549337443 1.83987803443812 3.76209758666287 2.52385466986694 2.61115732583069 2.55742329484236 2.79427925681917 2.86450062553876 2.57252033292397 1.70812124187574 2.56808024573243 2.5111588286905 0.976325513081563 2.83745934892605 1.91836907774558 1.88924349604276 2.75986068730452 1.61656600733506 2.10718327585877 2.05359266731614 4.03009110940601 1.81150730560571 2.9059381889553 3.26894703957809 2.80023195065124 1.3747934973488 4.63262494887714 2.34724902706098 2.08336813490631 2.63130566248749 2.99777326491724 1.58550570972094 2.51791330252839 2.30608556041705 2.49169265029797
"MEG9" 5.09961432509755 3.10903242444403 4.36507325063021 0.470225485900646 2.98085612398911 2.71041092656102 1.68423748056292 3.3900180798049 0.501089283514723 2.72243133020829 1.04974172462791 1.96228184067615 4.3284974199948 3.48290038882621 4.26369829411021 3.7448775034015 3.23303662136657 3.06504032026157 3.52985071004524 0.771547119808237 -0.693147180559945 1.89042582080617 4.46421350975158 1.99932738903347 1.74573563297027 0.542367012009508 3.42970812922388 3.60278822371165 3.1391015128511 3.60811136842122 4.18309225767258 3.85182971623211 1.73395515843097 1.43993448698873 2.98853481558188 2.0532372120388 1.98575620567471 4.26171389506817 2.83838937526708 1.6281289147589 4.33611582434728 2.34672658434115 2.6077476282993 2.7294221510522 1.46301306416164 1.08442909068811 4.53402830605792 4.23377225820887 4.33225581512903 3.33820452397229 4.16039281210545 1.72898651724088 1.04883537523714 4.21251201600018 3.62294338566691 4.20787029216557 0.896999765590943 3.14365017587619 4.64401413268394 4.36063201267595 2.37871523820917 4.38942238419797 3.30897202629672 3.56293299362799 3.94579216691425 3.93372171004386 3.0032179218374 1.33135469826398 0.487695006852418 1.12883246285407 4.14178000159345 -0.693147180559945 3.82878415085561 5.05755458379474 4.21361339860042 3.71591841273015 5.65643603867357 1.35499753509049 3.94333841644993 0.894838146272171 2.98814155450724 3.61980023561228 2.98684844955535 4.64208440452763 3.48905081242387 3.0511924915806
"LINC00869" 32.967281785939 27.0624040897449 31.0380026271099 17.8790963403566 31.0229932616034 25.5549371559226 34.1888074237126 31.8090233299929 27.6943019436943 21.7924545742225 29.227779384673 29.1857850708529 33.9455365337602 26.3175366406155 27.9856361967433 25.5981584779643 23.3309236010105 27.3417755993133 32.5328616720401 27.7204336482755 24.8284226653817 35.440244563154 28.173844429575 26.9480444269466 29.8632312091277 29.6376489409383 22.8535978930122 34.2631001949851 26.7936862195864 25.8200039955746 24.1168034464352 34.2494940712289 42.7648389640955 28.0894067295672 34.4557736161066 29.5154386734247 28.4208394512285 30.700706763608 27.6500965107994 21.8309606554286 24.8799456542982 26.5973223121134 28.2274676676294 24.1982883710853 22.8668321111065 27.4659965306697 25.9608281516409 32.125136964026 34.4413073596194 25.2703741164758 25.4766001057076 28.042523979291 22.125483546702 31.2569843114882 32.0552225334211 27.8563486692159 24.6271056702403 32.1998474982286 24.6593170013482 25.8089653230643 19.8164047728339 28.5087991411826 31.7910192893542 33.3635328015682 29.8881069811679 24.465644316448 27.8853830046264 23.1940494133557 23.2477409367405 18.9378240109291 24.6790774198796 38.0962269472421 25.5769687279435 29.5747967419093 35.4578935839298 29.155885889691 29.6184198112634 32.7844511113638 29.8496737822694 28.324368612277 29.1993038828145 31.0505723073317 30.6772069122095 22.6988058381961 24.7470144227376 24.5669346130431
"AC093642.3" 3.15412732172961 1.75032332461218 2.06101290457317 2.51767738157734 2.83296968552243 1.78279240308874 2.40022158468673 4.67515318637976 2.853142290492 2.71616317985493 3.25732113538338 3.00191958926286 3.0977193363359 2.04441623816011 2.38370406127234 1.17056103364293 2.47218114948547 2.72345528193306 1.95700008416732 0.481453629537504 3.04275922737877 1.85610719509717 2.28036859013541 1.51085278173933 3.31453487988377 3.04703485036549 2.37847571322714 2.82609047353677 2.44244562899207 2.89924745605348 2.11845123521277 3.91952874042752 2.41273037028598 1.84915205373849 3.49759798107688 2.64269458731168 3.13452010309427 1.32137427862802 1.69772201519962 1.78194673409821 2.61109576643172 1.80811322663692 2.5592885023231 2.43401217959428 1.87228666799127 3.27310996056891 3.21629939070573 0.993721471848475 5.18230795185602 3.63495740406259 3.17638088895178 1.14268414937782 1.74464959299255 3.0911479728719 2.03139768538353 3.30971339067172 1.1323628473211 4.08738524923784 2.1845120113464 3.10211575499401 2.05704272480642 3.66498341322005 -0.693147180559945 3.0951611715246 3.77311521302672 1.92961678806413 1.32806838151411 2.09995947539869 2.67014012011358 2.08791208614222 2.69508890628572 3.20590501763518 2.81664416460098 3.85806095645818 2.43937987757633 1.7700437550309 2.53017543934104 4.13819109304227 2.17317778010461 2.88025299642407 2.8722724424143 3.35092034841861 2.7482509389054 1.68683297503424 2.17375319028087 3.35175055372067
"LINC01102" 2.71222622926237 2.99778785712231 2.01310116891197 2.67852836401272 2.34608229883602 0.907704050968543 2.6814326522113 2.96503963098858 1.71864667545865 1.99347018522589 2.14700045610576 1.9456476792469 2.3401269034172 3.01825916813725 1.53935503472145 1.94859559312789 1.83541734200859 1.69122159819121 1.76030843488508 1.77737893691117 0.595756060495414 2.4469027353131 2.18593275406387 2.1679182950855 2.29503140435316 2.0183579608422 1.49918279334606 2.29601312863695 2.11114450092032 1.07855307596175 1.68223536774897 2.01179825173354 2.8770080143219 1.85438203716766 1.72085614380396 2.30579293741539 1.70143600684804 2.26042242937469 1.98255140372408 2.1661782976942 1.97943882697212 0.577958673805154 1.7821112576815 2.21380019306403 2.24518451930236 1.74445260999091 1.88398640670777 2.28849842015569 2.59741142566414 2.50715726345216 2.31993063337087 1.3465144571957 2.59874597152684 1.48113523579107 2.07939849226319 1.58850833204446 1.73031822079998 2.60997817383165 2.36016530146103 2.29968521024044 0.559056951216227 2.22314964995015 2.24479403428999 2.23202143608534 1.9969850173762 2.48392324045291 1.77290723307703 2.81925599961725 2.3157856989273 2.59855476784549 2.33602899454142 2.23504126784151 1.98528089829643 2.26995885740383 1.71947707145387 2.0211142360715 2.29733713589314 2.73086554600962 2.03475310962112 1.82171870334771 2.83103491923988 2.84896136916287 1.4207647452817 2.57870807314237 2.69622600962763 2.62882287501259
"LINC00114" 1.88629836042236 2.50354179599313 2.77231487289927 2.41626191105958 1.81421180546469 2.20101370071816 2.35127270766114 2.33167011457223 2.13107390030229 2.01020230477934 2.4968138108347 1.81079478070496 2.01092166687344 1.717784287703 2.0129815712638 2.17479654918454 2.23258202647214 1.94550581229499 1.95851510266751 2.497804078968 1.65541717347265 2.12974814338714 1.47153260656427 2.0174539014402 2.52336618219152 1.81800079009871 1.47618551145738 1.86072111445675 2.55872765028802 2.0533892485954 2.11494969863177 2.34532009455223 2.61438309144692 1.74460884402397 2.27897960518962 1.431624279472 0.490572896589843 2.12793216858563 1.24149072146062 1.44614835824749 2.78769479937939 1.0604620037473 2.66484102842487 2.23577089956126 2.66650678283601 2.20084128736316 1.92226092885357 2.61864048181947 1.7052655927193 1.36905474253586 1.60265222537551 2.40207202007553 2.6478712815511 1.98639245829357 2.00087721355054 2.18336074764653 2.14794058312937 2.84720407085808 2.01289169060035 2.11509223440129 1.5092710731814 2.64607239452384 2.02905041224911 1.31967830048837 1.74886227927599 2.55851219627376 1.9502276551036 1.61640138402037 1.80242414290896 1.40029214977123 2.37687316938618 2.12597434739659 1.42671089674292 2.07955534912774 1.23522739776044 2.44271986705837 1.4495276889089 2.5479673062801 1.64418242822143 2.31743015763534 2.41691518297364 1.3190478062156 1.37191839437075 1.83843589277845 1.56875042155369 -0.693147180559945
"AC079767.4" 2.54080032698645 1.97135188113679 1.68138880661125 3.48081699903893 4.07269491202975 2.89675200290125 2.73971729984953 6.2911506741902 0.816063015012555 2.16901477658875 -0.693147180559945 2.87221511986593 1.50838774155692 2.93921484867519 2.92326131938002 2.30120064853354 2.31277055765678 2.36148674646196 2.95574599312565 2.35762497788993 4.36433176702133 3.26844824205087 1.56682647970046 1.80147433285804 3.02098867740164 4.08523965978627 3.4502975317472 2.39838003129438 1.41974249986547 3.76236052427943 2.17702061930007 4.02603591330105 2.78716463448302 2.57906723358144 4.05920881085258 3.53740332254853 5.44779162759089 2.08779643367701 3.5529183504617 2.36156455027728 2.97820269851245 3.33072503533066 -0.693147180559945 1.39147429873528 0.572664233346694 1.82267757631481 0.959980971409991 2.53425036437765 1.32999750065059 -0.693147180559945 3.76985245052981 1.14268414937782 0.45436956695444 2.63593951177744 1.57043987605051 4.00545782317523 1.32274858444907 0.734892327824713 0.284279578288061 -0.693147180559945 1.07872714917531 4.87019062476822 2.84767748760492 1.56443395325546 4.72212772193465 1.33791510929854 2.49725014768266 2.91873698791168 0.282252474780053 1.40029214977123 2.79072689808576 0.409190888414283 3.53149027742237 -0.693147180559945 2.95477122722605 4.70261776258729 1.98735720979193 2.11812619670356 0.621873779997105 0.692562780169473 0.708121739391974 1.07993846915507 2.48271473231641 2.81557355581264 1.9388810011399 3.53172440020963
"XIST" 9.81689692997329 8.26090175913087 1.08841983497366 1.36929817174182 0.783018994672718 2.6834537456164 1.95609516718649 2.08151458024637 8.32498928406866 8.10070170538286 0.199132467643017 1.12738448195156 3.2442055061736 10.0030929370264 1.21380351074975 1.71453064329732 9.69046545591067 2.10353501560369 1.18293810584152 7.45805666769829 -0.693147180559945 1.43707328443556 1.82376549680661 5.84522585078487 1.51306147432207 -0.693147180559945 1.12688767067784 0.880761771601023 1.17399035424944 1.09443655089612 1.94470849732766 10.0011533674644 7.86468504728682 1.68341351114538 0.976770966484581 2.67022048733036 1.77421340239945 2.16649122597128 1.54590851833061 1.79658656549349 1.13276146102141 -0.693147180559945 1.29844995923543 1.89385363032172 1.72296808313874 7.71938760424513 10.3706234613393 8.04207907831746 1.33845257441192 10.3054020017071 1.88501553906349 2.96593903130495 4.62455169746894 1.86684026743006 1.13556632839068 0.433112225141825 6.58298818227322 1.81648629437705 1.11119811339028 1.00071284160906 1.08827170569015 0.486849170200071 0.706794852109596 1.56505679060217 0.326032536312728 0.772256338947207 1.12798568484993 0.418039741318825 0.768710802782199 -0.693147180559945 0.512465273548334 2.49776553432994 -0.693147180559945 0.808246521897129 1.61908720388566 0.553214069984645 1.57851079328416 2.10757395155389 0.626841785757423 9.87426325265573 2.47081109318307 1.7285525368939 2.15898690399111 2.46786310727679 0.97472249204855 1.40126916095891
"LINC01089" 18.7037847508881 13.8973799001145 19.8515097062452 16.3431079502389 17.8476844415593 16.807258343957 18.4698123015297 21.2747146868188 19.2775185188925 16.1022105470897 18.4281083664259 19.0980132494151 18.7267953019585 18.2718093060516 11.4563136507171 9.61310756013722 14.8956216373169 16.556846483386 20.3991843947975 21.8287030481093 14.9903928913472 16.0483026330735 16.4462151276246 12.9677710501462 16.9446324944832 20.9211406896846 12.5918767742028 12.9132501275392 15.0804292760283 10.8334437171168 14.4391739372647 17.6106064295226 14.7759450742768 14.3383869993574 13.8390196693519 19.0166716519896 19.4349029169309 15.8248566169142 12.6484516518545 11.8104260908232 10.4729408872994 16.3266426201014 16.8693070391179 23.1816516950877 15.3952724356715 20.0673816162771 14.3047822798548 23.6735860289023 27.4104761293695 15.996518298017 15.9412542407932 19.6671919619119 18.1223104545714 18.2641045254896 19.5487958366571 17.2018327527769 23.3617582818173 23.0465114746085 17.2208057492568 24.5062279450446 10.5636105606067 16.9376956567724 21.7637363203984 16.2867699148596 16.6293829786929 17.6704190204853 15.4331558135036 20.0650121580534 17.4642559923334 16.5168232200043 17.6092563867573 22.6466494838613 18.7508610870467 24.3310188525909 19.1630567622213 23.476698652705 15.0591764627257 16.7623122279646 21.9483203858119 25.1823113571153 21.9304475946909 19.6296184988488 20.2758130084403 22.1760364675651 13.6729816491538 13.1853204140721
"LINC00969" 79.0351052767238 74.6753560732984 85.3803883114294 75.0284843360941 76.1025397070274 78.7636046170773 96.2976630911491 107.934883985134 93.837089706448 97.0864852737366 81.2956136809275 70.8512649261107 85.8197769380438 106.424513819503 72.9691621505873 75.2853866904096 89.3400586979201 83.3413640471517 89.4269911621538 78.5951177710464 75.0930641230644 87.4243512270413 86.5521718123201 76.8426994431794 78.1016544750473 77.8295277058965 61.5871330602819 89.4515384392675 116.678781895902 91.2307706505169 89.8601500490101 109.242397268895 82.5568415280287 81.0739879236396 65.5192808052983 80.7430092595793 90.1591072733825 78.0452693349675 76.072526196158 104.135244525315 92.1517075039494 46.368392820131 85.9816062199128 87.4251549658436 68.990751804432 100.818034284636 101.214644650815 110.890762032785 63.009705802444 101.908299944316 91.632283319945 88.8565187340557 81.111204075339 106.814188438768 85.5034452340072 94.6061690685511 84.0631741267045 83.7319023165542 74.6673525922705 82.689767972564 84.4091453083622 84.7134896611408 90.498995016317 88.7460928309734 70.9118157368736 82.1271206629767 72.4301133956254 86.6069688577873 82.9670682402916 75.9417744900864 69.6941476959829 79.8927377941054 83.2710808841368 65.3907504823565 75.0432187261117 80.0155225784737 62.4650087876597 105.596293308747 82.9606379885662 85.1321543066135 81.3098502874298 91.8969053086941 74.6780869725209 98.5972114451739 92.7101765923829 53.9205190994056
"RP11-134D3.1" 2.02980543046947 2.5006700565203 2.5524431516802 2.13889685314774 1.88170698549081 1.68360819947084 2.23624969410018 2.23766268686763 2.80892090058938 1.9598321848248 2.49243691127775 2.13152115988432 1.90687202221557 2.50962691049231 2.05116971187948 1.0548489182349 2.46054410405914 2.09490905492624 1.94922941287609 2.19918556590963 2.57748564756538 2.33619201452732 1.33819314445599 1.88802151151441 2.59862931082849 2.14870560157463 2.11050909807774 2.64305446508308 2.40714256424417 1.93378512141562 2.33100341440067 2.87302906962364 2.70689255469062 2.22839057746528 2.19980963825682 1.49563345731604 2.59983489543975 2.26300284484735 1.63509062563109 1.96317453986938 1.61344209508634 0.527005464799093 2.26723188110234 2.5220435104739 2.21571108924875 2.99736523520559 2.21449744597395 1.96483570661489 1.72300815981161 2.38378319788939 1.79929738747262 2.53901768495058 2.4220033993598 2.54243790694363 2.05839595744284 1.80572900905848 2.45375189722759 2.35131706675093 2.02163891125935 1.37430946744917 2.45619602518771 0.50847808127707 2.17921757509383 0.581561685192494 2.47364109040078 2.12375728486403 1.73780923714054 1.70589050000349 1.74132799469191 2.03240985231618 1.61188398956087 2.11055172485729 2.761311996044 2.96162895686384 2.8569729929562 0.664965021852202 1.39305510708907 2.89508577484713 2.38341929788384 2.12697638451597 1.64800426022617 2.54924867891325 2.00397955796787 2.00690876109333 1.37190163765657 2.3625910317793
"RP3-393E18.2" 0.928866189351625 2.93762829172078 0.27168134937186 0.293969877322697 0.295423565298952 1.94445405870104 1.1967182276469 1.96246659273419 1.89694867583221 1.87176406971919 2.59053514626778 2.20696199286598 0.609663829951119 2.27217744806622 1.8271869935297 2.51427986992414 2.31277055765678 -0.693147180559945 1.40240448470101 3.67996193439227 2.51226706518531 1.3898293163133 0.306221899369866 2.11408479075686 1.93205742928621 3.0921185422137 1.47618551145738 2.75877406836017 1.17156575812096 3.84368127385343 0.853941359459975 2.45166573458838 3.18231074899718 1.71810102024707 1.18747642804289 1.35783150545102 3.61189929995502 0.368724973888283 3.49494538109461 2.52134047376377 2.37161170169662 2.84571915360047 2.60755652633449 2.02042733517795 1.7213258523357 1.45681591938467 1.75425089289597 0.993721471848475 0.761047374025777 2.02952943418299 1.13940811995544 -0.693147180559945 1.56876592699838 3.06924543059594 1.57043987605051 1.27510375574478 3.67743156848164 1.30033195533704 1.84080843891403 1.33368267824365 1.42585172349068 0.464451277352144 1.26554725560029 3.13418181349654 3.14549378473245 1.534469053705 4.02814286426969 1.7056509356564 1.96134863194541 1.8605558050935 3.46841099319326 2.25658218509818 0.841680406330497 0.287757945522826 3.24433636489215 1.8763174545068 2.19670025461325 2.66683197890391 -0.693147180559945 1.98027595513045 3.33374406067895 1.42713576793854 2.80718433993324 1.63498050485175 0.974681455388171 1.76101613083044
"LINC00106" 8.75154033260591 5.48417663281853 9.98592104784554 7.85054687032483 12.1866784776673 11.5438234619272 12.7470801060834 14.1759108016674 7.48916811689068 13.1209489537573 8.26378728964481 11.5064664001047 10.6831924668977 14.9254214300315 8.19063892133513 3.61094000204623 10.0131624599933 8.79348444816177 10.4450867518356 7.39520879734208 4.4074703736429 11.3672625587801 6.68601876331849 8.26876877215101 9.32814305487277 8.51433133306997 4.96613048764357 13.2393164405695 11.9510616689274 7.04370628580976 8.68330730129385 8.73643072870002 10.656554366419 8.59979900347785 5.05984018529571 9.24029737531971 10.3722629743326 10.602354912066 6.37814171513846 11.5955481547306 7.58816635149515 5.62648899429994 7.26752914902607 7.2180458643638 11.7953970545089 7.35598945879857 9.89388087566661 11.9089494026127 12.6740791811883 13.7303823363523 10.3340288673925 11.1947795359016 7.23471080272795 14.6894200333433 16.0491192884452 9.60374706431945 14.988720586233 7.58565418105377 12.2393675054924 8.2466784712475 9.57152602801302 12.6053527117459 9.8432402656442 7.29990014006834 8.49266340398495 10.4204255425814 5.78311483950398 13.4178398067284 6.03993401481001 7.09183959123685 12.9083357315576 9.97719144218758 7.60520053278831 10.6852428904361 14.5872545306195 13.35310934329 12.0494449542339 15.3349186169387 8.04756118550921 10.7517345982172 9.97410260147322 10.8384027771039 13.9915821871739 15.5440295619136 8.08541287550672 8.33039503925857
