"TCGA-P6-A5OF-01" "TCGA-OR-A5LJ-01" "TCGA-OR-A5KV-01" "TCGA-OR-A5LG-01" "TCGA-OR-A5LM-01" "TCGA-PK-A5HB-01" "TCGA-PK-A5HA-01" "TCGA-OR-A5KY-01" "TCGA-OR-A5KX-01" "TCGA-PK-A5H8-01" "TCGA-PK-A5H9-01" "TCGA-OR-A5LH-01" "TCGA-OR-A5JT-01" "TCGA-OR-A5JS-01" "TCGA-OR-A5JQ-01" "TCGA-OR-A5JJ-01" "TCGA-OR-A5JR-01" "TCGA-OR-A5JE-01" "TCGA-OR-A5JG-01" "TCGA-OR-A5JD-01" "TCGA-OR-A5JP-01" "TCGA-OR-A5JI-01" "TCGA-OR-A5KW-01" "TCGA-P6-A5OG-01" "TCGA-OR-A5LN-01" "TCGA-OR-A5J9-01" "TCGA-OR-A5LT-01" "TCGA-OR-A5LS-01" "TCGA-OU-A5PI-01" "TCGA-OR-A5L6-01" "TCGA-OR-A5LE-01" "TCGA-OR-A5LL-01" "TCGA-OR-A5LO-01" "TCGA-OR-A5LD-01" "TCGA-OR-A5K8-01" "TCGA-OR-A5KZ-01" "TCGA-OR-A5KT-01" "TCGA-OR-A5KU-01" "TCGA-OR-A5L4-01" "TCGA-OR-A5K2-01" "TCGA-OR-A5K4-01" "TCGA-OR-A5K3-01" "TCGA-OR-A5K5-01" "TCGA-OR-A5L5-01" "TCGA-OR-A5K1-01" "TCGA-OR-A5JZ-01" "TCGA-OR-A5K0-01" "TCGA-PA-A5YG-01" "TCGA-OR-A5LB-01" "TCGA-OR-A5JF-01" "TCGA-OR-A5LA-01" "TCGA-OR-A5L8-01" "TCGA-OR-A5KO-01" "TCGA-OR-A5L3-01" "TCGA-OR-A5K6-01" "TCGA-OR-A5K9-01" "TCGA-OR-A5JY-01" "TCGA-OR-A5JO-01" "TCGA-OR-A5JX-01" "TCGA-OR-A5JV-01" "TCGA-OR-A5JW-01" "TCGA-OR-A5JM-01" "TCGA-OR-A5JK-01" "TCGA-OR-A5JL-01" "TCGA-OR-A5JB-01" "TCGA-OR-A5JA-01" "TCGA-OR-A5JC-01" "TCGA-OR-A5J8-01" "TCGA-OR-A5J6-01" "TCGA-OR-A5J1-01" "TCGA-OR-A5J2-01" "TCGA-OR-A5J3-01" "TCGA-OR-A5J5-01" "TCGA-OR-A5J7-01"
"RP11-486O12.2" 5.33350127490211 5.11168994191019 4.85728789742413 5.20108682921613 5.25684920403608 5.27904222712566 5.32651309069672 5.28292098797581 5.35496987631119 5.61173769076663 5.27679221019462 4.85428149800918 5.39819315048821 5.43646458538824 4.89548316489699 5.37256827111808 5.40290774530686 6.00396959617438 5.33203964246917 5.29846951791503 5.64656344618986 5.09090592132834 5.27143588006275 5.18290416435626 5.42946481170392 4.73661996482645 5.49480249016641 5.33504796968537 5.05453265066315 5.5472345242893 5.30386550804203 5.20267933247396 5.31879130484754 5.69942717131012 5.23080936468597 5.42467894431222 4.6531064329912 5.62644063150336 4.90086072545515 4.93130562095724 5.5777818119837 5.48541435785046 5.76432222084074 5.41457660522524 5.4113489337086 5.7951032507466 5.16519519936343 4.98395038187248 5.40851064148795 5.17026486812127 5.20259467949212 5.27086104786464 5.13162809969221 5.38722396213716 4.8747725221811 5.04794502071422 5.21308152777885 4.98785780176468 5.33152999643003 5.22446670578683 5.31236305771458 5.01102842062601 5.16980113594012 4.8691298914656 5.46942944408743 5.32496451207247 5.08316488174421 5.58641722231521 4.81591157790722 5.29114306504302 5.45932560758785 5.14075611981229 5.68671782293539 5.13618824849428
"LINC01550" 5.97883102317168 5.40399539931419 3.77030167483478 7.78971988991875 3.80912417346428 5.0879605299446 4.06051865592705 4.50088831394137 5.1126530114057 5.92135582266509 4.9411096642174 0.890044782954858 4.61586412507993 5.36905125195988 4.56890009394436 5.6688848722115 4.46257784916721 4.73572391442218 6.35275614966802 5.24299725643641 5.47616964065526 4.55126094867615 13.3992214153843 6.31547545893484 6.35755820924467 4.4817586282163 6.62114438481124 8.5722322794991 10.3127304525282 2.84935796572594 4.55636680826718 4.57223692896003 14.9241958818467 10.5977147160656 4.09284588504678 7.89907679116777 7.71588125228564 3.59689868519418 5.17821809983233 3.03482405361708 11.1429021559487 2.48746301734701 5.6063817169243 7.18037502005027 2.96523901588932 4.79405048805449 3.3845397636616 3.94717308469202 5.80140956068437 4.94758350706934 4.80081144380816 10.5309471947404 9.98601813125595 7.76922689612492 5.29670602831914 5.28979313267202 3.16920549784319 5.94407075322572 3.21213810515872 5.54028874446331 4.45800907756983 4.64240108400158 5.46479815633888 17.3167674659974 4.73927687182668 4.21705687012512 6.27414081554577 5.20209164190188 4.17109811612227 7.06669362791625 9.56769552771889 4.73346609495114 12.5042847256037 4.63985388523305
"RP11-367J11.3" 6.20014167153723 5.77303823646641 7.37989429496486 8.05098010856283 6.48366238944465 5.75780929596337 5.09151644307642 6.08243529224662 6.38452908242498 5.16811538629595 6.4247028908411 5.50248590167165 5.56292473091586 5.3110269523805 5.46087737850403 6.85119743669169 6.00944010239051 7.48535485055967 6.18926145672846 6.67560845038336 6.08161993923593 6.68127994637754 6.7460127377667 5.37995949345848 5.80148245202547 5.65657620809343 5.84668384506265 6.97031141229598 6.99772638686669 7.58143789189707 5.64989127798772 7.825969838806 7.02523509929485 7.50001051147109 4.7082750435474 5.93390542549379 5.11058792128743 7.24742195285637 5.56250443931409 6.13411245347444 5.06108097701508 6.91942935381571 5.59471695620877 5.30032569325533 7.06386294547077 4.790763557285 4.49158899894969 6.08675743415352 4.95101779347405 5.98747655894929 4.60854840848546 6.55673877934197 5.79829152444124 6.5525152965894 7.2680986904906 5.84567881215492 6.77500592657627 6.32282203794632 7.90121806414223 5.39782109323776 6.13412526104574 7.13557656364893 7.47236933018499 5.47931297740308 6.64437890276354 6.37994272733657 5.9768853240887 5.63275177581377 6.73261650365747 4.97537584681027 7.12902129207088 6.74823212927627 7.75269382773711 7.29039148957384
"LINC01252" 4.71141892106674 3.92513724459792 4.90404307276356 2.74583414858451 4.7186708584374 4.36867523947665 5.04867837964372 4.97753876234003 4.39639921839854 6.15161390492489 4.66358691879581 5.71841894713259 4.83582577553755 4.64051758010024 4.41624081786251 5.13268053271333 4.8779243983953 4.16196010666607 4.13533524050272 5.06086679087074 4.93357523243955 4.04141994465939 5.36190154121473 3.12969443677992 4.88131918467224 3.20178624174358 3.48889067310139 5.14857074873814 3.68018875542525 4.49289781488967 4.42482573861541 4.51531594571044 5.72043439892739 5.15013795338257 5.06761815068584 4.8131395347326 3.39832268133622 5.19237452832577 4.95336022082356 5.0725235496891 4.86182624448743 4.53876198914024 4.2620000338019 4.35958931321964 4.82935411013023 4.58503777326358 3.64826550723671 3.49223395167715 4.77551858212245 4.90611271686237 4.77257303751171 5.00652143473136 4.00481074636895 4.98475026798946 4.4852772793722 5.17822404584681 4.57948888033271 3.02425229400883 5.47152560107225 4.87447384039964 4.71714452338315 3.52978549436747 4.71239959930901 5.30604726231889 3.39681692834703 5.58529325147512 5.40017343127145 4.05636925816526 5.06343454231006 3.95496042170767 4.15029670878602 4.94090107292542 4.77460885373047 4.79701544810596
"LINC01184" 28.0141793350442 20.240721523396 28.5479135548803 23.3625938915907 33.3395487772241 28.0959758615954 25.5145424194733 26.3275089303225 23.4027167930162 28.0772590528922 27.332692760125 34.3333680738598 33.5117800457581 25.4238361469901 29.2775044880734 33.5736233271267 31.1492751207448 23.875391860728 32.6126785329998 28.8511354196234 26.9477532832713 29.4631469769172 31.8286493274311 25.9089723870907 24.0905588847634 31.3476914468778 28.1844673053734 34.3158059755654 33.6681219846719 27.3340454340635 28.8350690651343 34.0652101641736 32.0819841037174 25.8495547039595 33.0872817359502 26.502281264385 26.8115294763801 32.090332555402 34.5334451554528 30.5291434178068 32.3184856127965 34.4526298252779 25.8758650465098 30.8661244397231 30.5173371435192 30.4746991383469 26.0019361134688 34.1311734507594 30.3317001966552 28.0755205798097 30.7909377976241 31.5857451706416 27.15199369082 31.6529479263486 29.6520305491318 31.5448044694434 31.8826134789154 29.3267673844431 29.391265501225 32.7541631327798 32.3523468201998 25.4933309144423 28.2989571722302 34.9062552241544 26.7635936155022 26.249560825299 29.9396009207904 26.1487377736401 25.9211333220525 26.3789676474227 31.7735170395556 30.008784927109 21.7452604848194 29.4009463236116
"RNF139-AS1" 7.6963343079981 8.31342607077924 5.6406368288086 7.30884511277036 6.40835862891147 4.85046955549374 8.03236618302476 6.9097021222716 7.42538777186916 8.12757555169985 7.34295206009987 5.22906713018815 7.7708768728981 7.84186272808925 7.61011966763355 8.56666863465879 8.06117055479561 5.73489160830374 5.84291957364099 7.77285741655791 5.49051145110481 7.39072259683029 7.22789381195568 7.14880304126116 7.64804407623611 7.43211944432809 7.11685441084421 6.87411748671218 6.37748173895571 8.52081393907299 7.4236626129088 8.3608000280159 6.7134707894995 7.58330359697914 7.044321037676 7.99470961569276 5.29315484677464 7.65061622529021 4.8609425329364 5.72087050781843 7.67130338934238 6.22012540272996 6.68343573700452 8.32932879463931 7.26150015209798 7.73257666161946 7.02294002564469 5.73988268209642 6.25473539299346 8.09248431756928 6.5249173019783 7.57394354947258 7.74449048863722 6.57795197492583 6.49489851228076 7.29402302554137 7.41517962769556 6.25470950475003 7.74755711261123 7.2758947756646 7.40491909563431 7.47528924934411 9.9497471015522 5.52602996826426 8.16780609910906 6.75127335463906 7.75425233450299 6.8559656410905 7.00049617829636 7.43889179010506 6.4330739946482 6.67719809960783 7.33252441255016 6.78735860622073
"DNAJC3-AS1" 5.55923883379842 4.45151516025475 5.25723508176401 5.1467247683833 5.61511123880896 4.49515098817312 4.85251772374983 4.76055158826295 4.92298574556127 5.17679771191366 5.37197819569751 4.94611389775952 4.79540789013131 4.83584204870832 4.1043234243591 5.81504520016355 4.547593437255 4.66925080945729 5.44782884867872 5.16636927244766 5.06574173541153 4.3207270242567 5.36672014363513 3.96828075692218 4.77989872806013 6.39657710243717 5.15956356064544 5.43020440783325 5.81206841161261 4.68003187519527 5.90805259748225 6.13030271090717 5.91215527226706 4.44802554650118 5.52723700209824 4.13897994567744 4.86994955351293 4.80594016903173 4.89043828584847 4.52105485953553 4.83339898845011 5.30316919199279 4.78690008490207 4.88891837848822 4.97962968645369 4.18258991457974 5.72153475030531 4.58640605307007 6.29972242635096 5.63017338332327 4.88848730890713 5.04787677488307 5.56120739770508 5.58237025441639 5.54881747972098 4.8756932140974 4.4723617666924 4.50169109307792 5.32962045611839 5.72980830756078 5.52347417494267 4.89598146615764 5.31216489699278 5.70918186427584 4.85500757185585 5.60095980974915 4.76741580880704 3.76304058098152 5.08868155173052 5.80079755620777 5.65889639614401 4.8691530073072 4.88597126000475 4.39383504937127
"RP11-539L10.2" 1.44819742611179 2.40451517618056 1.04868431478099 1.25914081659926 1.26901991535816 1.56502065802151 0.883389940852442 1.78763057269821 2.18232090273317 1.72626215580389 2.33186760833928 3.34102290417471 1.89659130736157 1.974494930289 2.01871106667799 2.53138829735073 1.38934689023287 4.11324087566652 1.83193342933221 2.24533304556111 2.90602122595834 1.96730109310414 2.57711064303784 2.81232472717544 2.04039469617203 1.11740464264316 0.613809050297771 2.5876295990831 1.66875813397414 1.77051628883477 3.73183557797841 1.59290090661327 0.741519482559836 1.67943375097126 1.12833408536167 2.17482411768562 2.62959518152864 1.47000645557485 1.59328487870901 -0.693147180559945 2.83685450371817 2.38309401736424 0.325777287061223 2.89114221718771 2.26784417272285 1.5374723794463 1.87190860873992 2.48421432222134 2.66316760453738 2.04211914373955 3.39289183805372 0.250135828329661 3.31341149246344 3.16094402729592 2.53465512278198 2.24732061584615 0.721723254614719 3.24075889300791 3.28516956760482 1.70630691832034 1.47063438511086 1.82889729626037 3.26708977949529 4.47919838213486 2.43359751874063 3.13283240877902 1.84213429476607 2.49456855160576 4.13034820795183 1.63134795072144 3.05659345755296 3.01883016754297 1.73537902838078 1.99058363228769
"RP11-736K20.6" 2.47880848919978 4.79091674993273 3.31398306832996 1.83941548367289 2.98889667136963 5.18271461152503 3.15578562101666 2.35624207178534 3.88426902848677 2.2201506618151 8.36385965448112 4.72765755337997 4.95471626820338 4.25781675265413 4.60360571461657 3.72231241988477 4.17007698577574 6.29309552274259 4.62817333743677 4.37996879205171 2.34293197046521 1.80226554014896 4.80040484667289 1.89179506381818 3.56545954526074 2.9692152442906 1.45557340853235 5.22759114889621 6.60496799427012 2.94564161719128 8.11196498414945 1.95907464236939 6.52468378292424 0.380958149612726 3.23881055386795 3.34179021072328 7.51197973498673 3.24947848820616 4.54270088576714 6.73578403607751 1.59002379471821 3.02862873545536 5.20440042436346 5.31426323846106 6.08096565567379 2.06185293884774 5.23615813064792 5.45640490484681 4.64561146007529 2.72835175450996 2.35663739326437 1.59994784264163 3.15852250960563 5.25083921048397 1.58967749332568 3.2895369054719 7.82035016782031 6.61686066051969 5.12575011900732 4.65623141882057 3.10818335182535 6.7041913357399 5.14412908915093 7.39059390186756 5.55166482270404 4.33802824208807 0.981977169498382 3.59596701600053 6.07089421779253 4.14759925831119 5.03419889773319 3.00185412893605 0.83778185273934 4.56472801956849
"RP11-175K6.1" 6.8116080899439 5.78684212865921 1.5959542295657 5.29711311579579 6.34323196698054 7.6348597304683 7.12755832073192 5.54576806560658 5.65020995576664 5.813815961475 7.16432551813969 6.12150174693489 6.52385189268511 4.44725766848365 7.17938247729353 6.73079397172201 7.30019623207417 4.76124351082222 6.08114860475971 7.10748166202284 8.087233526485 8.66349329052726 8.25258487147995 7.32004081491139 5.23461312732615 6.01119725512982 8.83821658139189 6.5781753695114 5.30929832036853 7.28976231705331 4.14101851906305 5.53456860427143 7.30724584688867 6.40733944789791 7.01969501262748 6.13726987523113 7.25570849672356 8.61342221325284 6.03256969275035 5.72244956938622 7.7325662418873 8.97380841540536 3.9502357556768 6.85361590978534 8.02903942910247 7.93935160124648 3.97336483665568 6.30540503347152 5.67658114321186 5.9587705486305 6.13113020892305 4.99647494194403 8.80483510830752 4.9886729024787 3.53411925641876 5.1916594978771 6.04587208171539 7.70452955686618 9.87489470456763 6.04931752173193 5.5625264602101 4.19139175461604 8.16824266155916 5.96253294819859 4.83621700256266 6.10756887978601 7.76590923886378 8.18324233493248 6.46476100632936 4.63860963150422 4.94504295202674 6.45027228609361 8.18347829374014 6.42655820668966
"CTC-241N9.1" 4.95010822701789 4.54696396081658 4.73785403185776 3.87213007482377 4.44128384542395 5.07278450901222 4.22825210282705 4.0707335122786 3.89565042399902 5.1456929960176 4.080328334587 4.58279767280925 4.19632653754226 4.78825373857816 4.40945423300103 5.09855537621819 4.49928892609697 4.1970526803369 5.35273392784212 5.08372810521177 4.3300550183929 4.44510808395045 4.32306752183864 3.28454213130481 3.9628821311625 4.52668488177557 4.48199598979554 4.5421052806417 4.77215806431993 5.10042785204272 4.52879482204262 4.73730824308254 5.20392056545897 3.67219003595189 4.97933250786083 4.01597932563646 4.12048494755439 5.03870246878314 4.78549535669284 4.05430918040245 4.98925382104073 4.46938050014917 4.39449862824478 4.46487360603789 5.06021469465717 5.07057110528369 4.99240848468727 4.88011175050389 5.01032909087292 4.5663383536203 4.84889966066908 4.83469554810804 5.04002833471932 4.24395315898374 4.80718646816969 4.58308443515044 3.85133834820594 4.17662237680742 4.43929629306078 4.03178182482798 5.01299246018911 3.49778473659946 4.22978304884852 3.81207035611474 4.25211204390683 4.2840739677429 4.43703815356355 3.8815305072362 4.21702023803862 5.04203904931548 4.11095773643564 4.43073935229625 4.90905184472169 3.61942825909364
"RRS1-AS1" 0.587989738239756 2.21989258519123 1.10569655317973 1.67198551579718 0.447452364596389 0.826249164708996 0.910670638776346 1.8413546710949 1.32935361024627 1.14613211403948 1.64792340254555 0.330605668538704 1.81885190389306 1.9139298239078 1.52355809289808 0.99594399098108 1.61697987037536 1.98251219675438 0.38220139802049 2.39191142607962 0.342347498723253 0.835820989075763 1.83893623191766 2.0006532653731 2.06218396478768 1.64732719331309 2.00292019542637 2.05652541806037 1.42859684603539 1.27323894415971 1.69983239004779 0.5163871276441 1.86137319024862 2.77209817598753 1.13208979955791 2.11439597675956 1.46494988447591 2.12783615180882 2.11498546889424 -0.693147180559945 2.45618991203568 0.960563608468127 -0.693147180559945 1.7501788503416 1.68976471903711 -0.693147180559945 1.29516724002429 2.05148580327449 1.99764229178555 1.43812932108874 0.879339018244721 2.40646826373942 1.31649315333801 -0.693147180559945 0.895105396630334 1.92604976775511 1.81563450673232 1.56238545296178 1.26017920715795 2.20690988426615 1.69353040796383 1.55890837548331 2.15587810455148 0.436943571387608 0.84508129657398 1.33533196072962 0.923497185507887 0.25474497622075 1.32912709734234 2.67886917295387 2.46141069634091 0.442342641158455 1.370467943692 1.5606496332508
"NEAT1" 23.6139578246394 23.8394588884224 23.4864120927715 29.6879194918399 21.7541741940578 18.0923272046351 30.8282612271117 20.6586819635481 28.7995154443141 18.3984042624392 26.850777304546 25.3003855322575 27.674690144944 22.5524374371474 21.5488790865118 23.0199982419927 21.5183892492832 20.7271594005237 19.461631351192 29.1068460715605 20.9206753826615 25.0825790738935 21.8954068306104 26.8383363720174 27.1051593036344 22.0239715550009 28.0474634003131 19.4938642864531 21.9203168905604 27.3394760646527 20.0473435346517 25.9980463832829 24.5764202644666 16.537943476837 23.0093889441024 21.6872815873047 23.4537405911079 23.7007515268263 23.4134534507768 23.7432248736785 23.3675564611264 25.7133570547286 21.954738940019 24.5710244512667 23.7139529473214 24.3404460615135 24.1743866001423 24.591425538504 22.7830715052892 22.4261426102115 24.2469571009396 20.7566416754925 24.1415821325125 31.0798342781448 21.6190268216084 21.5902856518679 27.8232793948629 24.9825374359968 26.2439610433208 27.335880876566 20.9671001826688 24.5667050186131 23.6197286782732 22.2913601029584 24.6921378521632 25.3351053850711 22.8823467234544 23.7353729865448 25.8008172922149 28.8176210617579 22.9351229735987 21.0292939792965 26.2986543485556 22.2323900110743
"RP11-325N19.3" 2.66507148385828 2.89063117145835 2.8737085232426 2.47643824348106 2.85123905075319 2.02995642855433 2.73937716488225 2.29345236865662 3.22251472238047 2.72466185669074 3.18863667202204 2.18806704276939 2.29696340042185 2.81294299596671 1.5195857245871 2.90458323192193 1.20550838566562 2.13480163759207 2.79606121352795 2.25831163621289 2.40244952707626 2.39438189978333 2.15722629263679 2.343886168591 2.31434888531324 2.85612932230882 2.80587845971666 2.85852508535022 3.04928252941341 1.79015734067076 3.04310089516062 2.47936688427858 3.20375378522147 2.89409976672937 2.62278933392085 2.55774798771338 2.69087414601936 1.83222005668971 2.40696932549217 2.04121489849199 2.47462682118529 0.95280983540169 2.30800410168612 1.55610652933725 2.77390525747894 2.62910297799287 2.52847520692757 1.83754585193988 2.18427794470912 2.9195552777759 3.25359822608215 3.01960461580682 2.20001630246634 2.38324059458496 1.89635478624438 2.89654513538647 2.1904792422727 1.99059623874049 2.84765558026579 2.5247608599627 2.89274285344078 3.09733565821749 2.17823669137772 2.43930333548173 2.20355198415924 3.02592707293755 2.23129027174662 2.00748173142486 2.37143844732626 1.96651137201251 2.72505460184061 2.39262484293866 3.3806720544377 2.22256077976227
"LINC00900" 2.95282456070274 3.32841168044284 8.31032815749244 8.11426092378235 6.08856032176316 2.56561349009457 2.51539354184785 7.43941834086954 7.96741046065438 3.16056821467686 3.79444425673763 7.73406000209744 2.63096308957521 3.77432837813354 6.28092977364348 3.27124020217074 8.45342055051936 5.28598568365333 6.34361403829749 4.81956290075326 2.88068073096088 6.92985830885544 4.01898161708082 4.22050859618004 4.63211368664805 2.60150805308085 5.3589783812234 7.91353992559951 7.42197770046622 8.88081106145991 8.95914468205031 6.82977582663312 7.96457640788083 4.2382266203592 6.20941247250141 4.41013807606699 3.99095179829156 7.93397503190799 5.12100048502692 5.71934342616991 3.48843262184523 3.76388478112715 1.76294026969228 6.44629093015757 6.49941628158184 3.66586614469473 7.10092833916965 10.1890776281377 6.29036784542727 6.0653310876237 6.1451776627137 8.15975564591455 6.04401552660476 4.28893780309802 8.38805822768551 5.73475090327265 5.21349342235271 4.85294433529041 5.58527747350063 8.01566008312184 6.09929831675261 4.54915313984275 6.13008139733425 8.08245278080194 2.97676124776312 4.82232392979009 5.39495268412642 3.03269335577231 1.63382197088545 4.68764867604434 9.80647032625278 8.17543477531214 6.17362076253782 7.84793753661041
"RP11-1094H24.4" 0.56065084410131 1.55341957138108 3.17967494104523 1.45320198392881 -0.693147180559945 0.304948211685768 2.40245527081549 -0.693147180559945 2.70483515270612 1.11829522285985 1.19348146388689 2.50698640651878 1.89530368622089 2.13018291625077 2.6224351506582 0.652257830606764 1.75192617938671 2.08937273717856 1.46571396654482 2.66741843228423 1.59698975480617 2.83964116577859 0.338990279211186 0.922326568931436 2.57092913646926 -0.693147180559945 2.53455539673228 2.67004122062366 2.98123167938001 3.30755962424691 1.02591616181569 2.89904187991552 0.741451917679633 1.07410533017267 2.11158008638971 -0.693147180559945 2.87250815403546 1.46885149344762 -0.693147180559945 0.75739985794411 2.55802608539732 0.942632365461422 1.14866459817542 2.93423035142729 3.15197451224201 2.83935760243089 2.74043772776291 1.83155582497347 1.07810565836793 1.06414707396047 -0.693147180559945 2.29309502320158 0.713376595461265 3.55795573229529 4.65118083651428 -0.693147180559945 3.17054748823429 1.28868301397071 1.64454017718501 1.50526449834937 0.712206911345735 2.5465019143435 1.80670629839467 2.18487108310103 4.43748584904345 0.26266631747375 0.383827231269513 1.47495464623176 0.965962214337916 1.03060671399483 2.26482335948986 2.0128229914514 0.425671127225015 1.17159254337449
"LINC00920" 3.28795619144735 2.8967423873981 1.79049515625708 2.79499241425914 4.89751386280247 2.5913906250701 4.55862843409337 2.55063293409939 3.63153009423442 4.32522596993559 3.71549467055924 5.71684283467968 3.35463577221334 3.02507224508626 4.57766742844171 2.77997248884003 5.16561786902359 3.72924691587663 4.90919191700504 5.37063528204552 2.23818416260036 5.60909754432418 5.08902627910217 3.58631287297759 3.49174933391404 2.87640291278739 5.39900444735252 5.04347622805266 5.0536830043091 4.45804749155172 0.497634014134254 4.73764711982469 4.95589610645716 2.05182854917408 3.67138793051333 2.7095414059363 3.43542331002009 4.4129257378898 4.05909391725605 3.00035574111946 5.49949909929671 3.914050916922 3.39093695459914 4.7035858713657 3.76615101569804 4.86126095199067 2.67374727826862 5.61064571971909 4.13181214641848 5.33733923767624 5.51274122509782 2.21066194634383 5.25121290682281 -0.693147180559945 5.22389697549586 1.60495366174004 4.31916232694799 4.28281555630606 2.95566584935885 5.86638411957778 4.97754441420484 3.95128224000938 3.73453670795863 4.76235227506777 2.24524975662343 5.48320985925747 4.48388527045115 5.391759459162 2.92220268468938 1.03060671399483 2.56103508127589 5.01174172868062 4.35409385356183 2.07939175246537
"AC138035.2" 9.28891411965567 7.84534108650689 6.60131880910877 6.55025598226973 7.11615446280506 7.34239329644334 4.29994810316735 7.07027425924026 2.08016131032346 9.06830744420247 9.52880412618021 5.98671301081146 9.48672820422426 8.68605591604861 5.6926012357947 2.6697578580502 8.90130852869196 1.11195535028313 2.34746866958346 7.33765525109223 4.60320678052119 7.80119885875827 3.23563450867968 6.78247519232633 8.14938420992017 3.07242445244795 6.54468780648879 7.6496498198987 7.398371172446 8.28772999430459 2.48637022114681 3.4656755973607 8.53748029076861 -1.38629436111989 2.74883767614842 2.66721856691313 1.24017752903473 2.30888325327975 7.03998712707777 2.34510906829023 5.41818089520291 6.99293530827548 1.91475042358844 2.94336814247268 7.36389567717944 9.27128868578815 1.43187328754824 7.98970887292391 6.04992175375718 7.53864425584468 5.2647771307381 8.21407256970816 6.98908354531109 1.89082753669794 5.85935911293186 3.14239042956805 8.67906061105845 5.2609128751068 2.51081919337882 9.07975497977816 9.05681136384564 7.27203460560888 5.7539277348917 3.21143034203252 7.83749679106902 6.05997305549924 2.13717111784326 1.88593406440843 2.33109000753079 5.481819121964 9.38741828986203 8.29853371112834 7.6904338997123 6.86572329677658
"CCAT1" 2.15542762103305 2.58402441459445 1.80464300412056 2.16078637186849 2.84446374801785 2.50744140689613 1.70428006735575 2.41867196084363 2.50190766184699 2.85927274575947 2.05878215897156 2.02729840992446 2.61895247688873 1.86942990835249 2.24932542656548 1.70110832066329 2.02027186285306 2.21421150113626 2.53744350085361 2.4525639500723 0.837586559259668 1.75652091956796 2.45047402544912 2.87470292546834 -0.693147180559945 2.83677973642658 2.64965504207365 2.61521004510203 2.1459231333415 2.18743972381118 2.34038786597787 2.56377711065414 2.52491572929052 2.91951189731358 2.11158008638971 2.20070767349536 2.0963155973343 2.61933560603612 0.775417555859886 2.60725620329205 2.32609747529115 2.42705693451794 0.84059388326279 1.7585271472564 2.45616766121182 2.32102582595436 2.22233290905017 2.18904537535328 2.06723249072534 1.99204564720853 2.38602361261666 2.61266702938781 1.96809019964043 2.31499388220615 2.19356563876659 1.97368194792139 2.21089890170688 2.22853112822829 2.29898404910153 2.52236413173148 1.18857390958816 2.14629346115517 2.50262445323788 1.21473172381698 6.15816365873248 2.08968831358606 2.54190556284419 2.61654013976023 2.88747527649238 2.60440500196023 2.2405047077457 2.28550651947835 2.33024704621763 2.15384042079009
"LINC00461" 4.18827339530089 -0.693147180559945 2.64924408660969 5.50783742647141 4.23056824804221 -0.693147180559945 -0.693147180559945 4.71429028222447 -0.693147180559945 0.302480474231102 -0.693147180559945 4.14968998272021 3.80633357398893 -0.693147180559945 3.29130756730864 5.93126811046968 4.89707589978097 5.61227167265264 4.24387477039891 -0.693147180559945 5.39761247216722 -0.693147180559945 5.99363585707116 -0.693147180559945 2.57092913646926 3.05212686935685 1.0635851724882 5.58094355227645 -0.693147180559945 2.95869808934921 3.46654123953301 2.23306033159454 5.65208979683148 5.61971808757239 4.03953484034212 6.13889005947643 3.64725351128654 6.92993542453372 4.68367673384702 5.03233367976828 4.35731649368349 3.4395817240722 5.0905769992493 -0.693099851531384 3.82369201630246 -0.693147180559945 3.02305282253764 -0.693147180559945 4.5175583242476 -0.693147180559945 -0.693147180559945 5.26187895456567 1.47067619836941 4.05105554039833 -0.693147180559945 -0.693147180559945 -0.684974304354178 -0.693147180559945 -0.693147180559945 2.49860517312452 0.347826483449699 1.64683203366661 2.35732307565043 2.074094211538 2.46091212802537 -0.693147180559945 4.60399310256327 -0.693147180559945 1.76100575114126 5.58344575247801 3.50008499650617 5.66172468517694 4.21340950671909 3.72511269907301
"RP11-7F17.5" 3.2914473764608 2.63772334066949 2.64505049063249 2.72772190160873 2.55294115504231 2.5982823609542 2.90116269522698 2.96866439896037 2.91257190295762 3.20691572943915 3.02852561540909 2.87331198548777 2.73551656778673 3.06041126140885 2.6138644627374 3.15748359816645 2.79285694679885 2.71775142154882 3.04656925212503 3.06625670709383 2.98538664639257 3.02648872190659 2.87512689146889 3.38073800344351 3.01323182738092 3.14800611059505 1.81618145453776 3.21009225917516 2.72437460917508 3.25582347049937 2.80562568000295 3.51227141352066 3.29991818175557 2.5028786915877 2.75160187517273 3.3215907839093 2.78022993845289 2.78418600608622 2.61449481477579 2.50465366348132 2.37493317682606 2.74965924176722 2.20105796496942 2.66737679053909 3.29298978267723 2.82851179513451 2.75183355528264 2.89201919014947 3.05797044193139 3.60172036185591 4.00162927175681 3.17118950519787 3.16814250837909 2.91932052911777 2.92586132727688 2.12676892945573 2.39583908462089 3.05846321707844 3.26160674341582 2.9932202115586 3.33586401467611 2.29254825926068 2.90011522082609 3.89260782356522 2.85023141111344 3.22828228550348 2.7249141261321 3.26516061746787 2.37757038115664 2.76807538214334 3.0193881037302 3.45141178782845 2.97608725970589 2.73731762959954
