"TCGA-W5-AA39-01" "TCGA-YR-A95A-01" "TCGA-ZH-A8Y5-01" "TCGA-W5-AA2X-01" "TCGA-W5-AA2H-01" "TCGA-ZH-A8Y4-01" "TCGA-W5-AA38-01" "TCGA-W5-AA2U-01" "TCGA-3X-AAVE-01" "TCGA-W5-AA2G-01" "TCGA-W5-AA2R-01" "TCGA-W5-AA31-01" "TCGA-W5-AA2Q-01" "TCGA-4G-AAZO-01" "TCGA-3X-AAVB-01" "TCGA-W5-AA2W-01" "TCGA-4G-AAZT-01" "TCGA-W5-AA34-01" "TCGA-W5-AA2T-01" "TCGA-W5-AA33-01" "TCGA-3X-AAVC-01" "TCGA-ZH-A8Y2-01" "TCGA-ZH-A8Y1-01" "TCGA-ZU-A8S4-01" "TCGA-ZD-A8I3-01" "TCGA-W5-AA36-01" "TCGA-3X-AAVA-01" "TCGA-ZH-A8Y8-01" "TCGA-WD-A7RX-01" "TCGA-W6-AA0S-01" "TCGA-W5-AA30-01" "TCGA-ZH-A8Y6-01" "TCGA-W5-AA2Z-01" "TCGA-W5-AA2O-01" "TCGA-W5-AA2I-01" "TCGA-3X-AAV9-01"
"RP11-89F3.2" 2.87169257843043 1.50593113179971 3.55492460842176 2.93890041395405 4.82441596912434 2.42866389408941 1.36015337829743 1.8811996819312 2.0687544215315 2.13647318509912 2.62106989864931 0.689968656585308 3.1364247335886 3.01097439248388 1.86772957661081 2.51567355476395 3.21943872361181 0.757630686683245 3.38774540895047 2.49464066556767 1.98437097597311 2.67729451907152 1.87373687646015 -0.693147180559945 2.66705568979352 1.47549833186478 2.13695339610017 2.75230700735108 3.43569690324824 1.87582118088729 2.2551391489252 1.4260777954294 2.29687694648383 0.744590392764642 3.00714631216605 2.93740851827431
"RP11-442N24__B.1" 0.929393031611046 1.82090303086832 3.16515559997995 1.48863814529682 2.63399016741762 1.00448519776546 2.58540601087111 1.91612354590977 0.563380107875192 1.57109570032955 2.22633282403081 2.03997695659471 1.56825705701348 0.708371937899635 2.10078570442826 2.04718065541699 2.42484874167399 1.0350381929503 3.73387993016065 2.23684310849656 0.594770510593671 2.00114222533222 1.71624711483326 -0.693147180559945 1.65602235511219 1.46972215842214 2.08108574574628 2.82145423063334 2.21027344445889 2.15007943707627 2.31458552182875 2.15120130980738 1.77944391918718 1.91915210906193 2.37259129511155 1.66037283279077
"RP3-467K16.4" 3.72474452440066 3.65244245852853 3.19865284869452 3.85448292321738 4.042690852509 3.30777810137164 2.59806701031604 3.45215634946414 3.45203053729909 2.85135276055463 3.33301586478887 3.74409711756682 3.44984765357957 3.79596568413288 4.17130340678327 3.96968494576618 4.41859658278323 3.68897793715109 3.67072521819053 3.38617250530931 4.04593818843826 3.35650304002927 3.88839582626136 3.67884415701163 3.44958312076217 2.95186982609784 3.25860529670732 3.1978105362495 3.5990470628933 2.83922277522702 3.75332563554175 3.62599601514932 3.41568745719063 3.45865611895706 3.81721441579793 2.93567064479227
"RP11-469A15.2" 5.00332130028892 6.22349693298766 4.32642442968807 1.79233925666976 -0.693147180559945 1.84418043857023 4.56027894722274 5.31795604009872 -0.693147180559945 3.84112335806884 6.04965509530146 5.16945797556883 6.0367394772522 0.708371937899635 2.65019896591124 4.72835466533522 1.62692738181516 1.68655345500315 6.4398652329157 5.08470438301117 4.51018984392967 1.74651618595583 5.48623327532452 5.27062400152012 5.84901300223292 0.578115402452111 1.03860781663544 5.39084851628265 5.02537820974011 3.78854274809918 2.28480579135705 3.33104533290377 5.30586082362817 2.68178992102552 5.0089322306937 2.34698744356737
"FAM41C" 6.09219627585342 1.41213361270289 5.46009166362289 3.24782738676178 5.83598169682991 3.38779303886453 0.867418427003527 4.64797043872263 4.44975105641562 0.771147831845883 4.20895861591337 4.62478858494705 4.86471605587724 3.77476009729093 2.53013466031524 5.33039325573002 0.910105992312041 2.20956756085259 4.27102911688133 5.27646094379872 2.76059833266544 3.84324305881979 5.38822449351766 2.43558707520172 4.99233034402366 0.0168031790965959 1.0919547235664 5.08212108862574 4.55530473252219 3.8242417989414 5.48879324562154 3.9090547050719 2.82087555421492 4.40067530384532 1.99871012258749 5.45329780418591
"LINC00665" 35.1791198471196 19.4493663581267 29.7064769304564 31.0095634501671 29.9642465516539 37.4048445189862 37.3738930103883 17.3629182695412 31.988485052411 34.0499086593286 31.9821670443123 33.724793680048 36.7108253128586 29.277443010691 32.4150366664429 34.3613318565379 30.1342509758819 33.9756586558062 20.0658213322587 21.4712142329143 25.8033876131817 37.801451573248 34.3338338580542 27.6411914215202 32.5855830645204 16.065709811363 32.0613832713815 28.5813062140814 23.7024334042833 30.4545976975411 22.9076181916755 34.5754492589459 30.7007916115919 13.5395219125426 22.7670316737585 29.6993639659357
"RP11-63P12.7" 3.35710577056938 2.30211907024043 1.77354931923494 1.39599061251596 1.03063131433956 1.66607431483378 -0.693147180559945 1.27628627670009 0.561925000570498 1.8072986723743 1.41086391677255 2.14032653905956 0.423242954509656 4.02214546478092 2.19935004661516 1.37452312251497 3.23876331826152 1.01853543906833 1.78284782996148 2.40423573533099 3.15009297960204 2.16004765944849 1.38961465306587 1.79015598092415 2.27843043538532 1.16088177015089 -0.693147180559945 2.30758861743814 1.32140567780137 1.3190054327587 2.91497383892013 1.68340019446095 2.45994427610494 0.483366494834116 2.05164985873588 1.64984239558058
"LINC01089" 26.8264651817232 16.0099135779119 14.8255033493986 14.2598476163405 24.3230563184556 20.3507138234785 14.4660149843956 13.7081585045773 20.5923174447891 9.4555080790121 21.9875087801594 19.5822693280413 20.128296084392 13.34647644554 11.9659280183223 18.3454986080396 9.18417062798349 10.231663945778 24.304517949815 21.2089977691937 11.2692808195645 19.0787752391649 17.5790122821752 11.9869431525064 21.3079410771191 13.3518542957168 12.9002119847805 14.3754281635717 18.0650822406877 12.6618492001689 21.4440420045537 17.1521852570019 19.8810096766026 21.1497813203971 16.149648889535 17.5221756048681
"LA16c-2F2.8" 1.90059543716292 1.60194050622939 1.45795795149358 1.8197678076619 1.51603233936653 1.5592066073903 1.02939821833797 0.85315197288477 1.61155100912573 1.72129527158354 1.3888451404939 1.44744670658523 1.93767864290389 2.10234941051921 2.33701203769959 -0.693147180559945 1.28929015757455 1.25969777520539 1.52780204990499 2.31754203878717 2.24702179373176 2.2140051069319 1.78513483588305 2.47722819582239 1.60681635982228 1.12210991853815 1.65946469590077 1.62615419350266 1.95816299027297 1.88762875929902 2.13847055712336 2.94216357287302 1.71853483760611 2.55036081201103 2.13673002078027 1.66578773911327
"AC104024.1" 2.39338219554414 2.47772318050382 2.58783706721593 2.63254024360117 3.74832012557036 1.77381418907791 2.04217241331951 2.78009445271054 2.61957657257916 1.65958911443069 2.70449706725207 2.48375975761982 2.49267020625096 2.44038074311705 1.72301812463782 2.90542877363502 3.1111626221366 1.94876076512429 3.11428570539817 2.58256954069448 2.3125847339036 2.47904144390386 2.36371945876812 1.94713189112685 2.40187393870384 2.05365286760805 1.97193813066693 2.74026072567117 2.42904315504069 2.31664030273343 2.29284100945575 1.84518131135318 2.19126797366132 1.66921338358811 1.78381062309657 2.50982366915239
"RP5-884C9.2" 2.73991724992805 0.606708298580624 0.598836586182675 2.50848818830881 1.31566001784122 2.50420889708845 1.40410457780572 2.12506876976765 1.5822678402847 2.14735378563121 1.17876618762402 1.54410487414893 1.74061394611815 1.54977228677061 1.94150293946709 2.34705608836227 2.89884081161084 0.44693551469501 1.04973976833198 1.25049980160673 -0.693147180559945 -0.693147180559945 1.79868737841493 1.46491268554271 1.29003709589195 1.94056581450469 0.71258290707014 2.45139750171034 1.74654766397208 2.33784015603202 1.78504861456064 2.08803154182895 1.24217130950304 1.03739316980526 -0.693147180559945 1.84603056422723
"MAPKAPK5-AS1" 29.3454986682185 30.2472693782929 21.7610892115983 31.3689279468532 33.7418185820004 30.0691001900796 32.9660895388454 23.7035503235322 23.4500243739885 24.6998343406574 25.9850883414908 27.2044720357614 22.1512653511629 18.0899075277673 29.1751339481008 22.8274481390304 36.094108790202 30.5356873803004 25.7260107942916 19.6189963555003 28.0905951263772 31.6783631605161 20.8935560169455 30.4134746108068 24.943696580467 34.3185626820181 33.0357331236329 25.8906130351851 22.8462321477808 28.0145569944875 28.3009376271523 23.1160274398045 25.3182883157211 29.3961310145979 27.9110323077952 32.7049912841801
"RP5-1139I1.1" 4.47357223886427 4.31594095272042 3.7794160517582 4.24090624299861 3.86981354812322 4.42614055138447 3.42818876236575 3.89187919160791 4.04469886670256 3.56011881587755 4.56548252445312 3.95038510723711 3.70637188471698 4.01693448032346 3.62827718047975 4.23883754297534 4.01081479340679 3.47515811806518 4.01891728699529 4.16520905551903 3.99639202308451 3.97065706938024 4.03169132127337 3.57982812207328 3.98104035368975 3.63841230495477 3.3867040739436 3.69207277202788 3.65103343778979 3.63131289235533 4.10916187712255 4.26146663182132 3.85799719963259 3.59272764101292 3.6795930733111 4.83630062471915
"AC142119.1" 2.32013575838666 2.75694534175343 2.72206814042861 2.57162436583574 2.03104747118693 2.45153385524253 1.84813587383938 2.06582179061208 1.95838707367302 1.92268933183114 2.70016570120509 2.6313484656244 2.47252498528808 1.92328296466497 2.27530491451105 1.8415154308841 0.733662518065058 2.43508686367864 2.44944758801697 2.20397861213126 1.99907051016259 2.44740486863658 2.36651032605527 1.73154028483962 2.51804370424164 1.48699795163665 1.89640480012248 1.54922959763641 2.24373736830076 1.72845509627486 2.36605957341823 2.84636680726233 2.41908622001215 2.06401921015001 2.26033995125619 1.63552972592174
"RP11-18B16.2" 1.51862496696895 1.26643218578568 3.20799230634303 -0.693147180559945 0.34846393008595 -0.693147180559945 1.81829075333102 3.13149540667605 0.940723947297644 3.60045820557286 0.25812202254329 3.49798436075065 3.69204988183655 -0.693147180559945 1.23153027007478 3.27062627324148 1.62692738181516 1.85332502025218 2.40067913581198 1.12603417035392 -0.693147180559945 0.4362645115612 1.75470112183403 2.89810599446127 1.99135523874502 -0.693147180559945 0.508406991023189 2.53493833544084 1.46815325263473 -0.693147180559945 1.9044707195283 4.96515888437867 1.64379168550905 3.92980839210638 1.33934691916649 0.99768873711352
"RP11-206L10.2" 4.17766234552325 3.75426760134587 4.26542145041254 4.56722130849351 3.23401741657192 4.12568303011409 2.03981446862582 4.12872712521838 4.8537255962505 4.3802285974614 4.86467072748122 4.20442942007562 4.64244423794989 4.3342945636033 4.26727338118589 4.8898255532348 2.59149479398631 2.77684095220505 3.81202941305427 4.60059067695317 3.91422763995317 4.55120211835784 4.62011977722612 2.90618433000354 4.73897532121624 2.23118692131358 3.61250906810537 4.5302126635114 4.04133277362146 4.33649159262851 4.75540052368058 5.01715479478167 5.08676412344468 3.26787193536009 3.21899223048819 3.77873109822431
"AC092669.3" 6.24344029621134 5.84551947990144 5.76802725831316 6.98938048803517 4.23982930046786 6.96905054360833 4.24535803130255 5.98273916039572 6.04123512041392 5.56399812023093 6.39763196531308 5.99794765799586 6.11626660688085 5.8646896706731 5.6508246605758 6.38284095378261 4.44606598284628 4.48906748078356 5.43402771215159 6.08009963988176 6.62180576993397 7.31649518760182 6.68083383027463 5.29762869063533 6.33254931568447 3.95316350162497 5.24668186907825 5.50485363091644 4.72274501068642 5.61368946407431 5.91466380866983 6.44469744189242 6.40400225016533 4.85303548399728 5.30614064498378 5.59929765401133
"AC093375.1" 4.86157292292278 3.61858738658485 1.52580940133347 8.77986164818539 3.78684213882889 0.984403428115866 5.6282172249191 1.34425124770304 4.93584258845835 1.2129412894099 2.56409748187496 3.62356094459888 1.80459387131878 8.05209632360573 7.49539711636308 7.82735371436243 4.74179778374743 7.72332988694739 8.58762165033355 0.876649971919333 6.3790982215065 7.51735209304169 8.70247135643723 5.62648858168852 8.38116530823608 6.14895678215196 6.75322504378273 2.16687498810025 6.35350852489554 3.13482860052573 5.92935207131347 6.83089526160477 4.24667813731925 1.75677020322895 4.75987219683655 6.05041254883717
"RP4-669P10.16" 4.70575013776055 3.14291116490777 2.5086701659775 3.03925675596352 3.67615120970875 3.01495672894441 3.80401556868045 3.09968843809887 2.65140971392782 3.54242425610143 2.77006651036869 3.35171306066262 3.7379706388155 1.74808281549076 2.83338456752843 3.1525307482497 2.88529780957731 2.31888251745725 3.22301348488815 3.52188550590134 2.80143256437438 2.95674642897867 3.28768394115054 2.38228329346158 3.0946761370735 2.46592369678051 2.59782347623812 2.86613794144608 3.06342678343901 2.2253061811359 3.29957540709156 4.51082580574764 2.96565584992542 3.22019617678106 3.12219822090102 2.66563871694926
"LINC01447" 3.14264470537966 3.59661175231385 2.32517194304216 2.85892953186493 3.03825945109134 3.56228487803041 1.96600067602822 2.74460636408264 6.87510032085434 4.8202986792401 3.00255531710876 3.2342191946523 3.79966420648621 3.48676675645297 2.05326331201273 3.0123384242404 2.53334386922704 1.99278119369329 3.23266529417636 3.4629064076915 3.30569445267807 3.48853849406892 2.66247251597766 2.28658803323866 2.75764307612511 2.13141364595463 2.91861100840028 2.99522912022432 2.95076157652706 2.96891544783507 3.30270490470045 3.83572762704606 3.10454118548736 2.55453767869979 3.62380120670568 3.19066519340165
"RP11-314C16.1" 0.929393031611046 2.61803357595373 -0.693147180559945 2.87901027051275 2.35951194852829 2.77432315865856 1.36015337829743 1.91313590594193 1.53118892682979 1.90608846996984 1.80195356037361 1.96818912394193 2.11263494419601 1.62768000237502 2.57880412363118 2.70561929227124 3.90077956018258 0.392154834418796 2.58680389491011 1.87609182264534 1.00542322572737 0.4362645115612 1.29992777776804 1.91690979773789 1.72616992194603 2.24905028386562 1.84264306206477 1.31663361561024 0.378643711230746 1.49783481132831 2.20241073499121 2.35815596295157 1.44451673953429 0.922626211073943 2.23474874547885 2.62264034219362
"FTX" 10.3751166467181 8.73021083329611 10.8903750258536 9.42223832074843 10.2197826596338 9.71612381378335 6.61593131409381 10.6396949047286 10.6394356408188 9.31053467214289 10.8030190423574 9.62611647352649 10.5719467731828 10.9652598026064 12.08668041199 9.41489593626429 8.63572258151425 9.61388495595667 11.7814201618139 10.545141777999 9.89435822508777 9.57068952812003 11.3279930550511 8.79179261012574 12.5226496797887 8.57131672077613 9.35265518677682 9.19856102203231 8.82944902194417 8.975052623037 10.2877513520141 9.44455697205142 9.39889382301365 8.92203471244415 8.87335553323844 9.27689732126254
"LINC00864" 2.6961780517029 7.84245809134206 7.48739543960077 1.60093711622314 2.2548601073557 2.29385219205669 1.80038001663792 5.91425401834682 1.94758572516785 5.96868285930003 2.5337042984248 5.35834415615522 7.58228220968171 1.65999626165867 1.62475014356223 2.1992995378012 2.08459287811306 4.69309594647054 6.16532669797781 5.28834772976995 5.72165468888989 0.611153920036263 2.3171058544448 3.30821948375303 5.05969996421887 1.4452007746188 5.87734097670227 5.97071858660073 6.33723975538419 1.94506696593158 6.0095692039113 8.76018055656852 5.35872795941771 7.74451674405728 7.55200200157384 1.15336104467392
"RP5-1061H20.4" 6.49547680562028 5.29982469902827 7.8716035964626 6.26023323735101 2.63947099905196 7.50592230642367 2.83516041265821 7.15784905873503 4.95008443209091 5.58284322673344 7.39844525051585 5.57270259375569 8.31251301109485 4.74337987593012 5.08072158215003 7.41395925106866 2.97743624519855 2.89651564326609 6.38791194901159 7.48532218907802 5.62846546017049 6.75862384354043 7.019424642437 4.31905012234865 6.12347626315265 3.42155762208871 5.8288966633081 7.73021211651182 6.0442456328221 5.19185024241282 7.50520306820557 7.06835090769867 6.56986392116246 4.94057989544249 3.48894629007396 4.73674612722036
"RP11-760D2.5" 3.03146123929147 2.27832408000022 2.39258568880582 3.17703485186862 3.4436353483287 2.75979923716342 2.4603135142414 2.99546798745876 2.50935108706054 2.86364817682291 2.14438134598368 2.7285208362622 2.76798498444009 3.20503208667963 2.983249391747 3.50556413689418 2.47069799855531 2.19412339920041 2.47532430385387 2.84428810933699 2.60200915352917 3.24449093797455 3.07859907820746 1.98566594290513 3.01556108533601 1.4986356391669 1.70099605715527 2.7386555365191 2.82033973994368 2.18043888471617 2.93341561102098 2.92664890703223 2.3103430039511 2.77590425584774 2.66394167024069 2.47458734263795
"MEG9" 1.88690506462902 1.95254415643611 2.24203741970284 2.53587057465077 0.597751849022984 2.74004907207413 3.5675015205708 0.829711355793815 -0.693147180559945 1.90608846996984 2.58112159202004 5.68756417130154 0.914669910985477 6.54278119063652 1.29961759910684 6.19735479680121 0.906716182091473 4.65638326308423 2.10947431635915 2.77371651849512 1.21453462945302 3.74532292408036 3.45994135005166 4.28307122745762 4.43036675866238 2.169401758041 0.508406991023189 5.36642105722784 -0.693147180559945 2.12720407918896 1.3628588845302 1.05847025542941 4.00194733389247 2.12578978627165 1.83823171364152 3.09620797994505
"LINC00869" 44.3578209164102 33.1092964995087 41.2628808574464 32.9264737949135 39.1480605116443 35.8678202432583 30.5162172418158 27.5415095917214 32.1285131780919 31.6305140500581 35.6161313592183 33.4348848973496 39.6451165585865 36.3979984978649 29.1788869176465 29.8241065654069 32.3178812098864 35.4960298747986 36.3185303619438 32.4569230897044 37.2886386163098 35.6367305592847 40.2916371851427 31.3573553915418 34.1353131603353 32.7227879867637 30.9523552148535 34.2383822126159 35.0773351978835 37.7981347518219 26.1998339160628 32.284844541701 37.6636237629733 31.8048081200288 40.7777691909842 34.8066920628641
"LINC01102" 2.04260384840206 2.4521401661762 2.35940901967045 3.27545655430319 3.30245536894821 2.46966790810707 2.24719519374625 2.65226875493883 2.12707306621137 0.704295342584164 2.61065782856538 2.01031641811654 2.71803445529405 2.42531001267941 2.326233117767 2.58245816638175 2.47253206673883 2.74693705271849 3.2413680649442 2.4853850400916 2.27977400403328 2.8232974899307 2.99131826786596 1.72556959216527 2.63781276746773 1.28282289464678 1.7973901208392 2.34739218910411 1.90825960062647 1.83839679486975 2.82474054972772 2.12063591695119 1.6326304947386 2.2503842976358 2.39957018285759 2.51445187842452
"PTPRD-AS2" 2.18132145524804 2.4133722718291 1.62959048182112 2.60372497298604 2.348589038312 1.69433425082596 0.503863977247909 2.06531635075107 2.17873234430485 1.10006923618372 2.06349347502312 2.00133495608626 2.21472121738001 0.726597736115018 1.50455497537683 2.73919173484764 1.67573210087333 1.71514403931765 2.13256399650578 1.90312526744286 2.00088796475021 1.30999740960407 2.324673228479 2.49018920691024 1.76514678196918 0.581119602578913 1.41067055793079 1.70022312202575 0.906314048366659 1.29593036859269 2.3088463836709 1.79542528115681 0.889261990254914 0.967889988213319 0.478523826799207 0.481154902214478
"LINC00114" -0.693147180559945 2.57718407160225 2.52291347426594 1.89145371651093 1.65464192437697 1.47833188132003 2.01714846882318 2.71642174009687 1.53141435857975 2.72774741375706 1.91953665376897 1.90529573429956 2.3320022566062 2.09595364973837 2.22817279090967 2.34295536666117 2.76017235988825 2.70675508940732 2.96754475422677 2.4327375298685 2.68274498004638 2.33028119362691 2.27220206981924 1.94728962526998 2.10954970406433 2.84373251575125 1.84802966458452 2.0336616822189 2.12965897073198 2.47131206554544 2.60937357064678 2.76007265270303 1.64379168550905 2.70417041081266 2.82933800389718 2.125526720196
"AC079767.4" -0.693147180559945 1.26643218578568 0.555339619820939 0.251700990590024 7.75415256693453 1.84418043857023 1.36015337829743 2.86392741161211 4.02837488922656 3.66626818513022 3.42396544878553 2.51251504812528 0.244513858865349 2.54517512269344 2.83810278570477 1.90191010722199 3.08701969711985 1.68655345500315 1.61206290616236 2.92229172719199 2.24413519042401 1.54493601425185 1.92250455481667 3.0281859669635 1.11826638919848 2.10365279711077 3.26109552217482 4.4174714736174 4.41987655548144 2.34468527800749 2.36092566749254 -0.693147180559945 1.44451673953429 0.410747457566951 2.10883249927742 3.72381500770212
"LINC00426" 1.19375788406908 5.91140162203338 1.54649714742407 6.11340501050075 12.1072268450356 3.05419333781369 4.23142769395559 6.15569832444234 6.7711079956004 4.26077166397372 7.68679491663371 4.14258114402964 4.00887412685276 5.8998809622012 4.52664202803995 4.87129191960387 6.17383968610998 4.63054097720694 4.15118011922315 6.48780845982529 6.5023059242995 3.75815718251766 3.91410377529315 7.2864572717607 5.3046380458901 3.85607555028028 6.18728689805596 6.42019650834711 6.74007189867054 3.9610766952348 6.27079090172277 4.2046090907499 4.64236422175803 2.96568151946777 3.90272422523686 8.11953697507145
"LINC00969" 115.831914088295 129.232733291302 122.044266759524 143.725936469779 122.261814583755 90.9585114915051 90.1033015664124 143.890379962884 124.308347261431 126.148353500911 129.231828668078 131.755163615235 137.369649125249 138.90474134577 104.351104969961 172.919488068605 97.6820129883973 122.44268964613 138.613931051261 130.066591545922 155.677248772585 129.748355631015 124.217275714767 80.4383903609427 125.035163433229 107.087242547211 167.583345084979 95.465482852853 130.430583758018 105.525253038711 126.003458145935 132.901406555989 111.423761965744 115.640402795018 101.723249409218 115.657045901114
"RP11-134D3.1" 2.93917943401281 1.87923886617444 1.68370733568245 2.60199404271024 2.52881247294825 1.76904712099706 1.66487361520608 2.82726970536035 2.82090700097827 2.23360654568168 2.38100812482012 2.67586100776718 2.11617019598873 2.95548277437771 1.23164797910848 2.14336916123804 2.43841037902642 2.48684545758111 2.57734779836375 2.19537658484032 2.48681021695929 1.96359869658257 2.4258963601335 1.47163973495351 2.10551911787024 2.40325919666124 1.50356886857828 2.3484633564307 2.05588240527173 2.53350154200501 2.54363627755745 1.6348976850382 2.40554328404731 2.14792995037571 1.56097694495796 2.10924575894134
"AP000704.5" 0.929393031611046 0.929455196374328 2.14958803848337 1.65197395895157 0.34846393008595 1.98697004761225 1.81829075333102 2.19773136251348 0.940723947297644 1.90665601797257 1.66145725730691 1.56051826618952 1.90533880126868 1.89050766484603 1.23195093725861 3.34713247825117 2.2696933475136 0.900297011017008 2.25475408943399 1.8770858365942 1.60264035368077 2.39508944770617 2.65658219198133 1.10524528990798 0.792604108987038 2.10365279711077 2.58694003514614 1.90555922148704 1.66837412042791 1.86531871202168 1.47881777921131 1.62539178172372 1.44451673953429 1.87944389494451 1.96514340396347 1.79674967218146
"RP3-393E18.2" 4.75685522416752 0.416112827987923 1.2826911081614 2.68456353800986 1.93415938480785 3.084232532544 1.81829075333102 2.03739842826299 4.53563351106008 2.22109470284981 3.12438532570093 1.85910003765346 0.719789461922798 -0.693147180559945 2.22779762750446 1.53308623437858 -0.693147180559945 2.23232376055901 1.01398755414471 0.308318657201294 2.11814806718108 1.29219073574306 3.47166568446504 3.67780485010148 2.52128244354689 2.10365279711077 1.38327015505595 1.81709762081318 1.97714834134055 0.910674161537165 3.20219454087021 1.17765640070542 -0.693147180559945 0.410747457566951 2.44713271802293 1.96515509401602
"LINC00106" 11.6027592320107 10.822993616229 10.3875788322321 14.1716733270913 11.8862625264342 9.4641561878279 9.9758061838885 14.8966923053987 10.471937338246 10.4041471961361 13.3410780202108 11.3783403920065 11.4923384570926 13.7241922131995 10.8499218811773 10.0026112157569 7.2803454408011 12.4449904370555 6.97953867954395 8.32647234666502 10.2693842716269 10.1386457390237 8.13375979682312 8.24413619024512 13.3289851453738 10.6308200947782 5.76649688020676 11.2674467515935 8.85885194928784 10.7696304371955 10.8632128852514 7.0796023888489 10.4637612592539 7.98513472875363 7.13251568780609 7.50114361941051
"LINC01372" 2.93397283938648 3.66482761193529 3.56759795630308 3.58400313123046 3.90680519982954 3.58522681988062 3.18500546877832 3.14083722609982 2.92551308109439 2.99064451877065 3.65758712147201 2.88258344013019 3.17613236636017 3.43626498683055 3.15029252005189 2.83889016366259 4.38239014974811 3.84567545766957 3.51099874208525 2.76796289821833 3.11598729802545 3.25641596684678 3.04735910897529 2.59233761743808 2.9413064996667 3.71092160031777 3.47650601699098 3.22968892389771 3.44005319209234 3.27034391659639 3.18875270178359 2.61350096361112 3.05806672968057 3.14601542617046 4.01572776532226 3.26963715807481
"RP11-111F5.4" -0.693147180559945 2.3275905028474 2.59676128619978 3.06533775969786 2.97166536948062 2.82539608759519 -0.693147180559945 2.82016076114417 1.73729061838706 3.58723768039776 3.59617916787488 1.34304157050314 -0.691885561994534 -0.693147180559945 3.19595121293144 3.52964751033595 -0.693147180559945 2.62572913195907 1.10981539191657 2.36329536303302 1.77855595729826 2.88514379381621 3.11508689255732 2.54819505235971 3.63042991940437 3.18591901819788 2.59468268672802 3.46758599926804 1.34484584975426 -0.693147180559945 2.52050822835569 3.51495237832534 1.91993605085482 3.14359115518522 2.52830719180847 1.26995153631385
"AC098828.2" 3.45593834911737 3.35542588471041 3.26872517777293 2.53230339380039 1.53978043955734 1.90341128801635 1.85500465979508 1.88698714388691 2.20288940542538 1.50719820441329 2.59273481487253 2.03715151795355 2.59434528516199 -0.693147180559945 2.70629167001366 2.83944661762596 1.66337519368882 2.13361582370639 2.44736181120523 3.0940005092467 3.06201185054865 2.86358774516446 2.4929779398201 1.76319243060499 1.77802885948876 0.582279625255779 1.94076756622707 2.42627663712845 2.67712788914122 1.00817015959474 2.8349000111816 3.33959658335723 2.45327801526848 2.47126404474424 1.79042112012449 0.525046053350795
"LINC01237" 2.98896995468256 -0.693147180559945 2.2691436805636 2.66976741997463 3.75916349360826 2.02180079521949 1.48170179611038 3.68739157477168 1.67830645458644 2.2260782571808 2.7133139890947 1.81827518324268 2.6715878743823 -0.693147180559945 2.11965672691146 1.26462346821967 -0.693147180559945 -0.693147180559945 2.45175601267622 -0.693147180559945 1.73986183383348 -0.693147180559945 1.82912109434448 1.52600818445327 2.36374294350663 -0.693147180559945 2.15686653926479 1.93385115429572 2.41530121942734 -0.693147180559945 -0.693147180559945 2.9496013687182 1.0811087472297 2.08020444136744 -0.693147180559945 2.66241229596326
"RP11-761E20.1" 4.03203144381129 4.5079178417018 4.58617360536057 4.7223311867459 4.78930074967189 4.84260419677579 4.48758747320564 4.94385525039174 4.96510971219845 4.36279848139686 5.17840359835282 4.51578631107786 4.36977633961411 4.39263262885049 4.30642200794713 4.44315244423256 3.62500501475851 4.21919558742595 4.38283154101255 4.7354154544405 4.97289858696461 4.78992918339009 4.20231328025074 4.03709158369964 4.45150929997037 4.2038425057036 4.86476492820228 3.90407209151033 3.97648396435687 4.37451449008197 4.23282900169413 5.02968167858106 4.70050161350511 4.32482935258978 4.37259844456629 4.07981006150744
"AC005083.1" 0.236245851051101 10.2629242712306 5.40414200098825 9.19157766632501 6.69302706434443 2.22691984448499 8.11379304780055 5.75598906820398 7.16246055988786 8.91934503477301 6.81035957898334 5.65968065491991 9.28584405633334 6.70509562750036 6.92732041818494 8.11103987245524 9.65504507071784 5.95230570081547 9.79025414458846 8.42768956681465 8.06136497995489 6.53740683036098 3.98790144367239 6.04264521057277 7.45342217143842 9.23350701151863 8.18282919414696 7.92744273020516 8.81677809491723 6.41897736452507 7.24163744437812 7.66810727553245 6.77603901973801 10.0735763280292 10.1750151139786 7.17176644857227
"AC159540.1" 35.3320306942594 30.8015292045395 46.6044885703322 30.4789502540006 43.3293907744658 45.3589847436624 33.5023334098352 37.2802073501535 43.9524021763598 31.7373908030745 33.3946473663287 41.073612149141 42.4485450543333 45.8876878549058 35.6579786117191 43.7541227195615 37.6397556141897 40.382624965983 51.9365296616215 41.372864266361 27.6911521288085 42.4941543332688 53.1519958278101 28.520393413206 49.1366846100295 24.5260389943263 40.0743656191351 35.9736618360803 38.1266717688205 35.3694291918373 49.5032422371559 25.968855930999 32.4844224172054 35.0508069292216 47.1255892184819 26.7433353820314
"LINC00310" 1.20077716626888 3.20373184676366 2.152381033589 2.82824078731016 2.27053075744225 1.67378613906103 1.73688352409859 3.68448105081574 1.89994192091013 2.22109139161218 2.30577181498931 2.47088462376609 1.65627730641328 2.7231264404536 2.57880412363118 2.62028555472164 2.80644376985563 2.30429058446326 2.18898489225135 1.49028823328487 2.22885946508159 1.57335117227581 3.89535259923485 2.47147038208841 2.23947061363429 1.67460602220549 2.05126070696615 2.82690844299211 2.22884184114956 2.13345440625885 3.03058582153296 2.82543011186346 2.86641547711058 2.40253091079476 2.77634240321821 2.68569533079412
