"TCGA-YZ-A985-01" "TCGA-YZ-A980-01" "TCGA-YZ-A982-01" "TCGA-WC-AA9E-01" "TCGA-WC-A884-01" "TCGA-WC-A881-01" "TCGA-WC-A87W-01" "TCGA-WC-A885-01" "TCGA-V4-A9EK-01" "TCGA-V4-A9EA-01" "TCGA-V4-A9F2-01" "TCGA-V4-A9E5-01" "TCGA-V4-A9F1-01" "TCGA-V4-A9F0-01" "TCGA-VD-A8KM-01" "TCGA-VD-A8KG-01" "TCGA-VD-A8KE-01" "TCGA-VD-A8K7-01" "TCGA-V4-A9EJ-01" "TCGA-V4-A9EZ-01" "TCGA-VD-AA8N-01" "TCGA-VD-A8K8-01" "TCGA-V4-A9F7-01" "TCGA-V4-A9EH-01" "TCGA-V4-A9EI-01" "TCGA-V4-A9EF-01" "TCGA-V4-A9E9-01" "TCGA-V4-A9EC-01" "TCGA-VD-AA8T-01" "TCGA-WC-A87T-01" "TCGA-VD-AA8S-01" "TCGA-VD-AA8R-01" "TCGA-VD-AA8M-01" "TCGA-VD-A8KH-01" "TCGA-VD-A8KN-01" "TCGA-VD-A8K9-01" "TCGA-VD-A8KF-01" "TCGA-VD-A8KA-01" "TCGA-V4-A9F3-01" "TCGA-VD-AA8O-01" "TCGA-VD-A8KI-01" "TCGA-VD-A8KJ-01" "TCGA-V4-A9E7-01" "TCGA-V4-A9E8-01" "TCGA-V4-A9ED-01" "TCGA-V3-A9ZY-01" "TCGA-V4-A9EE-01" "TCGA-V3-A9ZX-01" "TCGA-RZ-AB0B-01" "TCGA-WC-A88A-01" "TCGA-WC-A880-01" "TCGA-WC-AA9A-01" "TCGA-WC-A87Y-01" "TCGA-VD-AA8Q-01" "TCGA-VD-AA8P-01" "TCGA-VD-A8KL-01" "TCGA-VD-A8KK-01" "TCGA-VD-A8KD-01" "TCGA-VD-A8KB-01" "TCGA-V4-A9F4-01" "TCGA-V4-A9F5-01" "TCGA-V4-A9F8-01" "TCGA-WC-A888-01" "TCGA-WC-A87U-01" "TCGA-WC-A882-01" "TCGA-WC-A883-01" "TCGA-YZ-A984-01" "TCGA-V4-A9ES-01" "TCGA-V4-A9ET-01" "TCGA-V4-A9EQ-01" "TCGA-V4-A9EW-01" "TCGA-YZ-A983-01" "TCGA-VD-A8KO-01" "TCGA-V4-A9EO-01" "TCGA-V4-A9EX-01" "TCGA-V4-A9EL-01" "TCGA-V4-A9EV-01" "TCGA-V4-A9EY-01" "TCGA-V4-A9EU-01" "TCGA-V4-A9EM-01"
"LINC01184" 15.8340203255605 26.2613585629581 19.2537093213599 23.501640227429 23.2342275587552 21.9653726718802 24.9076479093978 24.4370300406752 21.4058428298237 18.7898103735103 22.2417315901104 21.41312077535 26.3926422730739 25.6441894383709 24.302687921779 22.1323985981598 25.6762442396703 22.8577524049048 24.4289996094155 22.7627206374032 24.5461652361838 24.3225528080841 22.1986763057586 22.7224088172949 22.441594250112 23.137289599964 25.8485028907591 22.6498414605564 25.6362116382725 25.279781741654 21.6773691897458 24.764130716948 29.5068701007882 28.4142477748214 23.6597421577921 18.4279169910051 23.4495242570609 21.9232190313145 23.4436078223468 24.2036704756192 21.7891452450672 23.7019146118156 23.6012444845713 24.0374042240538 17.0210543707217 23.1379909639197 24.8712287816691 22.4197008998257 24.8470686420897 23.7212831803451 22.8603740773895 23.9068323359763 24.2290725537931 25.0170424998713 23.3253877875683 26.2730895489403 22.9575150172871 23.0448938949593 22.0741910541189 20.0763183005355 27.245778183156 20.7504433658589 23.5185960809933 24.8446019842693 23.413794141085 26.031440618224 24.6128757992012 25.1904017010639 21.4075876968109 24.26447527756 21.2797035321167 25.024065489513 26.70274562937 22.745818135934 27.1041667690735 20.424726547467 18.3504421956797 27.5431690525584 23.3811934462467 26.426068565438
"RNF139-AS1" 4.54958322644094 6.68910243100321 6.39785316813163 8.52121825189809 5.47662956246705 8.97840576771852 7.97591048248081 8.02770064850489 9.13121376957288 2.97242161651166 6.90756556246088 4.19718499308857 8.2250183631211 5.61164617942016 7.83915850537058 5.43375033878049 6.03640722706793 8.71523064251897 9.33106623815404 6.99609638341671 5.98545988391583 7.7469213627316 8.41183126283613 5.62137041763084 8.13614013557311 5.61044911528277 5.85380738166649 5.24513940077763 8.9544852416194 8.69758005176273 7.29972221828668 5.07376742057631 4.35675938252643 8.1772851915634 6.80342809807092 8.76553705533944 8.16383227995788 8.50338763683985 8.56953260675471 4.37560781917074 6.47158085588457 8.21068982818839 6.80332307111165 5.0704932912811 4.3710235469285 5.5114264821003 9.17746184595957 7.25110650817642 8.27765555861661 5.300257946768 5.94677164575079 7.79285298905394 7.3438621537339 6.39585243361043 5.04555555522542 6.90002149585619 6.57436213196873 8.35503819565856 8.64176987407275 7.87669007705994 6.60345090587836 5.5459731446269 7.41907923964805 7.17670998572292 5.67312007563935 9.32162085408832 4.95075010574295 7.31905569705297 5.62472724095636 5.6622152959574 7.20559446540424 7.70600627481581 7.43804344137562 6.63915557752383 8.40024406628066 9.08041790748994 9.63990903887877 4.5400029297028 9.28190722978598 6.02677058775986
"RP11-620J15.2" 1.89262892686188 1.2563539919194 3.46462932445958 3.46626142514346 2.4718586434366 3.30375310972108 2.99068108406275 2.95033027588736 3.50229837679947 4.01435739989781 3.54707431362884 3.00494736278733 1.94982923458126 1.76331089583243 2.04061028904322 1.26673184390678 1.8533878679755 3.28316395171577 2.69167026280764 3.12461256973385 -0.693147180559945 1.34236834005544 2.44174435683969 3.20146277188487 -0.693147180559945 0.559964009518718 2.84587383095531 2.71557316574658 0.702837450584763 4.15068758595722 2.03405950544611 3.10840749185608 2.95725711348782 1.86187048569112 1.97692751853494 3.31116423352141 3.41678618128947 3.19157284929869 1.46258687223038 -0.693147180559945 1.86999657838809 2.56555413728243 0.724976271682922 1.66826647339627 3.1616277372426 0.797680113798356 0.06241174962135 -0.693147180559945 1.22594242972143 -0.693147180559945 1.51389082395151 0.968425603147713 2.40925793002387 3.25716245970622 1.97486794172449 1.23264263946314 2.27399681540682 2.07662266941305 3.45480634523814 2.74746619337224 -0.693147180559945 0.952731773036592 1.9662174981398 3.25979890193565 3.4783462450588 0.907093388907319 1.65731265599607 2.24646694063322 2.28085874832392 0.523854574090424 2.93028914327153 2.65366060754605 1.84466354333387 1.60287002575395 1.79740572031883 0.405049866105194 1.60112360070543 2.73110791960399 1.03972433204106 4.49157392231133
"DNAJC3-AS1" 3.58482210006891 5.10201657389895 4.6354550622395 5.12229285620005 3.86314966514104 4.8742070409214 5.44594402080697 3.69861893538081 5.01416929518143 3.76752307762012 4.70794748678001 2.95121744409518 3.85696622868637 4.14638387560737 4.04459093011726 3.43476902167802 4.46359018600659 5.28268763646417 4.21788829001639 3.91261154411048 3.24482325124386 3.82580769569306 5.00772919868125 4.67980585086101 3.54996501933103 3.15671391782648 3.73839830343877 3.58274116121734 5.20693892846203 5.38575019374259 3.63649125371782 4.27413975026401 3.75569634824836 5.32135340953389 3.68147172247317 4.51070617656133 5.21670190463545 3.88314435148113 4.63310023247478 3.69812052293768 3.26405140266189 4.09072220219897 4.11487075186386 4.06805995761662 3.30618881252499 3.5548429293648 4.73044301643938 3.87242452220027 4.16334506204091 3.88666087190436 4.75419221781039 4.39877022048263 4.60770646202018 4.47554140080127 4.44449627762422 3.81600222327504 3.2966638062118 4.68019714681394 3.98430776150197 4.30089164501588 3.78130932751722 4.01096312876953 4.0450075479999 4.61454707999884 4.40280420775416 4.76061005682307 2.9724577227401 4.01988541090973 3.5013712777903 3.5067266256299 4.24226506262965 4.91157213004675 5.43469084373033 4.36936027807547 3.79797828913375 3.922232411061 3.73948201324605 3.17693503919412 3.88738752390059 3.00632703416218
"RP11-539L10.2" 1.96951085513567 2.13824045917152 -0.693147180559945 1.20841618348853 1.43411982369121 1.46823976495473 2.13258074709858 -0.693147180559945 1.17317904221076 1.05649216691624 1.62520623601376 2.11069767299708 1.9255580944306 1.4641768704825 2.38983001058957 2.40490787019365 1.41052135805608 1.58567996333573 -0.693147180559945 1.69615556553753 -0.693147180559945 1.95572548232316 1.67390410230461 1.74068504497137 1.59529897608491 0.350664338330352 1.18501477278179 1.27918825963088 2.43787953707702 2.14833107445386 2.38881023792862 0.760573027503017 1.11888990856423 1.94514895104972 1.57260268316958 1.11426246558771 2.15058083436534 1.03905525887783 2.70327218915484 1.47299857707872 1.60176641840632 0.972608430250178 1.73151809097813 -0.693147180559945 1.24616804162297 -0.693147180559945 2.19344766978965 1.66363470523534 1.55865262485376 1.35468157560641 0.375387304913236 1.6988065947602 2.08902798190273 1.65316955642618 1.32351112454529 0.676067889342022 1.11636166393349 2.64516443777595 1.44619128041514 0.412417259357896 2.45594570435129 2.86754389739776 2.44975251208919 0.764426244165955 2.09403718831972 1.91634706931676 1.73918389762784 1.59266945347717 2.16018967262319 1.05674811503888 1.87755835983341 0.890597093687649 1.61259822929513 1.80458411216788 2.22029529381389 2.20384218665013 2.97507433575638 2.11918952073318 2.609679111567 0.965950946378493
"RP11-736K20.6" 4.87786138252043 4.43632678604126 7.0286907076321 4.57580313391948 4.88785202548163 2.46413107858525 6.04717875482712 3.59714743635562 6.24480742238746 2.14790866779288 6.05366074798741 3.2650298726417 4.28678204052155 5.91306197404113 3.96495539640105 7.2735129839057 5.03445188973314 5.6603246439218 5.38381760474603 2.43309769693933 1.73003000669799 4.43195772327211 4.48476135574672 6.55550433104116 3.47666103005986 5.31675722749475 4.12656594000273 5.96706012361911 7.37600256463417 5.76307445816412 5.33224061295694 6.91357560877746 7.55810205129567 3.88956575908893 5.99928914288605 3.31445838455309 6.6665747271827 4.41618102123664 4.87169141311248 6.6226141697812 3.53217074388048 4.27416925844035 4.74536738924707 6.29347207047035 6.31574648271658 6.53352410315882 4.75156157363703 1.86579822582061 5.22163835968148 3.92930131905053 6.45193121568856 3.31820272884923 4.89458271858487 4.72769049247281 5.52043327329677 4.11680399449862 3.415846205147 5.5862051502272 4.36782333763649 5.33083347975604 2.7160776779619 6.60233351636354 5.73689172935105 6.39544892385186 5.44092297107062 5.77037298599838 5.38804706019972 5.2790530486949 4.67848606152995 5.45316352424643 5.42996837634419 6.31629093918589 5.98467484582452 6.52514100764927 2.94812579999196 1.92142263001032 4.18439398470826 6.23837560908656 3.28438901620988 3.39011222843836
"RP11-175K6.1" 2.49776268810246 3.42359421703299 -0.693147180559945 2.81792203533629 0.730185380963678 3.29798331445718 2.65942113215759 -0.693147180559945 2.86976720116621 -0.693147180559945 1.83448320080661 1.72140224427531 2.77545578432718 1.78510469845995 2.7561279209167 1.77156365780107 2.37579501008187 2.79455039779824 1.47105364538091 1.27877348437837 1.75035657688953 2.54815678625217 2.73336279104656 2.02917613752141 2.71668371966646 1.56850118680457 2.1451247524283 2.38393415602025 2.50476564829134 2.88725628682997 1.60664481232833 1.40560032273006 1.11328508953246 2.33612754551411 3.06738170935608 2.42101501844175 2.72811059547235 1.68967290778666 2.91662194738996 1.81628729465825 1.5572654048676 1.71152783819602 1.673312969054 2.68658459662789 2.22656339528172 1.84560258036532 3.00173414652828 2.86971690450302 2.88080837992874 2.10898142892421 1.97589092454743 2.67955545179334 2.33160951884731 2.40697209989554 1.68897980575564 1.00210113505837 2.11640554991109 2.78330422353811 3.82098016838096 3.21303138553602 2.42016300880746 2.01176260989264 1.80127153152181 2.23355478288227 1.90986744785669 3.2628549835979 2.80442411668565 2.88615827247917 1.89498828879595 2.36601155912736 0.88213861554012 2.61894490957543 2.72247989895017 2.3776980837937 2.54545289882321 3.19739569194581 2.65983389806055 -0.693147180559945 3.27459875708534 2.2465181726962
"CTC-241N9.1" 3.30175297201364 4.49526249708754 3.07575488295521 4.8931163633547 3.86314966514104 4.06072444076869 3.5887484819536 2.91512762911504 4.60642467997624 2.69175704659567 3.48160990611679 3.02793152396914 4.53088783949254 4.14415518706298 3.94755934015832 3.94779205789275 4.18613295011083 5.1067564910651 3.8038250518936 3.80836086972256 3.49179766944506 3.79883453521355 4.48677675393712 4.23046887925863 4.03064144791501 3.85543126041392 2.44883299205818 2.94744190350492 4.80235536441424 4.93348613955487 4.03674262007149 3.81960725964483 3.79916910471041 4.52819606225921 3.73655872350445 4.07718490002451 4.90364775679865 3.45053460474171 4.95949566476487 4.24620319511545 3.88082609914584 4.1383645692955 4.45381044293124 3.41946776733282 3.47322002155585 3.20944508297962 4.26821514341984 3.83657764515401 4.21491091487974 4.07622252706342 3.95271628776878 3.82454999250599 4.87174889685218 3.67840563179647 2.99754184559557 2.95443910830957 3.65836774970119 4.42090723448419 3.79607718647839 3.82732406838734 4.06710985816992 3.31440954660654 4.37339194936161 4.38651283221068 1.71806352850533 4.78562960447764 4.20009540409929 4.68777241950572 4.14472149935926 3.06245935484634 3.90253529713146 4.35263150698031 4.81258679546381 4.33358834784737 4.41030641936491 4.33922213881919 4.43478458461332 3.96390527414427 4.90322552599053 3.25866510441821
"RRS1-AS1" 1.64314629381003 1.44952873247774 1.75189069999499 3.1532464770601 1.97352642162684 1.76389460263295 1.18751276227779 1.53401374630456 2.62248751942701 1.08864247402197 1.64944602895639 0.810795224283193 1.84862724905676 1.30070990885088 1.16703379047046 1.26177260742244 2.01290872152584 2.19502624994487 2.08655148751192 -0.693147180559945 -0.693147180559945 1.79220099860295 2.41902052167216 2.23484794971258 2.09137867947407 1.23989612807955 1.81843956999996 1.32898604476828 1.65802107080218 2.50673105340268 0.517119465741553 1.33755758650295 1.98310931271115 1.52408372911575 1.61804376487366 2.5588379009004 2.19657391080694 1.80834967456414 2.29559705621319 1.74339330770719 1.01381402046478 2.15971426346493 0.470329516905866 2.2894127078607 -0.693147180559945 -0.693147180559945 2.40242634136006 1.28493519322932 2.41199391347138 2.03904907758844 1.51673084679898 2.05722383563692 1.1955720098346 2.31063255034088 1.03289485899512 1.86254675756088 1.73693337967964 1.57651449457084 2.22150073741576 2.79673117222281 0.592326537818786 1.37922373598542 -0.693147180559945 1.87062330214613 -0.693147180559945 1.98406897257087 2.02249142177924 1.01893092624112 -0.693147180559945 -0.693147180559945 2.11411714721487 2.16136901040664 3.07510017132938 1.90362314331579 2.25587766126238 1.88666488858351 2.31733706094065 1.13484440805348 2.54353014646148 1.81626678089067
"NEAT1" 20.7012986313726 26.0697245698081 29.8250284989234 30.1054868886819 18.8770263874396 26.4436652369046 27.1890408053684 18.8340463603571 28.4204822749572 21.7369772646948 22.9524388942502 27.1399942253431 28.0634022727895 24.4164109930805 28.5569084836074 26.8523127951587 23.6190100010539 34.9166980426148 23.0538905131413 25.6256117965394 21.749051628196 24.3104648636423 31.9243708745943 23.8691213698126 26.5529240096553 23.6460684509456 18.5229546773108 21.2537252500955 38.5398065791872 35.6073659613485 26.5704532868297 23.5526933988069 18.4469476967522 29.6107194912071 26.680080382051 26.2155552275273 28.2294194410567 28.296849684243 28.7178569861802 23.6205014655274 20.2931576591962 31.2780142304098 29.0903923895399 22.825131894948 25.3449703793278 23.6641100428379 27.5501145382272 26.0537333833338 30.2224059005849 19.6710227322509 26.0276798352573 27.88624919477 26.4556874063275 23.5764873519416 23.9261978767934 27.536168122393 29.4782259205419 27.7339922677636 22.2923405486045 26.0854662803454 24.1011770470145 26.3174720756682 28.6738521352781 25.9070285706822 21.4186928811603 31.783140696967 26.6857573046013 24.9307325328286 20.8444559628814 26.1867578950668 26.5352404021432 26.2686150205534 33.9165303463214 31.5049319807909 30.1177439339684 31.9182959245406 25.5159037469847 18.402098789782 28.7984233236677 22.4019479360827
"RP11-325N19.3" -0.693147180559945 2.51296796067353 1.77530158668308 2.61200083922968 1.85661846986064 3.17520983037358 2.80527283953902 -0.693147180559945 2.35993723940406 2.51618881211212 1.15756654168844 1.73114804180611 1.80355997668844 2.31672382930255 1.94639863178142 1.88055756413856 2.10650290414735 2.81363929672845 1.05962346608092 2.13958881949965 2.04683156666692 2.14280932115867 2.82082516051149 2.32262870125158 1.75871854754262 2.06192887979578 1.4107063146909 2.37603844134951 2.78646556649841 3.65159735918519 1.98131633008322 2.44257655637075 1.45132917599449 1.92412105567749 2.23880765143977 1.94006894036661 2.11953112702264 1.92288759016011 2.55936267254047 1.47322237550925 1.64820764312386 2.08688811744264 2.42951407873317 2.37394942610814 2.29997778904082 2.10487846152365 2.49275461026559 1.22140822162667 2.39580962374342 2.02941443555152 2.03493959463648 2.51196038949907 2.66694273049959 3.25558319869001 1.67374618374114 2.79287755312135 2.90276700640534 2.41839634925921 2.7510591195336 2.06464877624547 1.56944077933761 2.20353491736935 2.71793069968127 2.64849947314843 -0.693147180559945 2.39579535140346 2.39480404003003 2.728939539292 1.52302799270119 1.66414986608781 2.56550415201888 2.4254080818589 2.86109194585536 1.3778898860845 2.49358662939009 2.02676642783397 2.78809355273886 -0.693147180559945 2.82147005068366 1.76085433196352
"LINC00900" 4.22131997057852 8.6802350242868 4.76243548435593 4.88888910244655 6.2779526742318 4.7078770202339 5.73808104434179 2.44072367734194 4.92844920667462 4.35249846399709 7.17533674453991 3.66941503181219 8.81339108688337 8.3444871460943 3.73496872539493 5.6203046244257 7.9765263727589 5.04348478821186 1.61813986910371 2.22622366867078 7.82846822672391 7.19640233407119 7.9786051455399 8.32962258531614 8.65561316597319 7.73272239660491 2.98563978123034 2.80760915610725 7.68879282785291 6.16804406678463 1.55123229120757 8.26478108988946 7.18938961794225 7.50030976436728 7.3297278543329 4.07078728536225 7.78930466199208 1.87948809453855 8.25835732398821 7.25447920420871 7.44691295057318 2.10829773747371 7.97230416654881 8.06730017393086 4.21057376369906 8.15701439682925 8.58736347106847 8.9378048550528 8.31821043453947 7.9029283789881 5.12760676872445 7.10063379379048 8.68450499778666 6.99059866776185 9.10112998409275 7.6339131145186 6.54320920870974 8.19358009814411 2.57686104502061 4.0638211464178 8.88561403862192 7.78516143461107 6.82303811473009 7.19006726080788 3.0609265188012 7.87693277508849 6.99995615486421 7.48834086794592 0.831146648911129 7.85811724754466 5.58775450746548 7.23861666874417 5.94219988291192 6.91174098645373 8.12598535010028 8.76658267074704 8.25707660206634 3.72171375328752 8.45763595730982 6.04779850534209
"RP11-1094H24.4" 2.23929763959776 2.80034324963908 1.32344594770329 2.11953868289944 2.27606167199944 2.97920181611589 2.40464033067113 0.914118024748399 2.58247989198537 2.51618881211212 2.26657357112504 2.42942955306423 2.48996729136057 2.18735944012432 1.32233541675786 0.2273392138058 2.50030950995471 3.92941633044489 2.09899303570412 1.69615556553753 -0.693147180559945 2.73594338335938 2.44597791386982 3.02770759619983 1.3403880516145 1.93703013505767 1.18439471678794 1.89997297698154 4.0320730480212 3.46856447439441 0.947524347568247 3.15499953040226 2.4871160573924 3.81327719972661 2.2122356126754 3.09719964085459 4.15474780768021 2.90880696460399 2.94672323404938 1.47213216474025 0.479611897254712 2.35225362355217 0.424982971697101 2.23421647962318 2.43455669474372 3.04137321152389 3.56903080244366 1.66350223721515 2.91018186394963 1.3544605061308 1.46336907901452 3.43386915442509 3.49165447113435 2.50984253476322 1.94763362521202 1.23250851949935 2.37143837148001 2.93569522487533 2.67765329132675 2.14921514422949 1.09141404064361 1.72777651074011 3.3611783281486 2.48708282715111 2.36532036076791 2.83347585125582 1.73918389762784 3.34868673431125 1.52226907555494 2.41560126469456 3.37288158001694 2.77064272228064 1.92017572851109 2.52158333380362 2.39309459628738 1.85982335764543 2.90257471197234 2.78184425843877 2.31723123659634 3.94215589254433
"LINC00920" 5.81040001116775 5.92199878856904 5.75689754750031 1.70128865320662 3.12112211087155 6.71371231979611 7.13322492181246 3.11085913653081 6.93800619824493 5.51194150039263 5.91599939390619 2.28259265117726 6.78874386146108 6.55245233495325 3.49716614541905 5.75397350931002 6.17490176156985 6.97346259827861 6.32298353378072 5.84991840534992 5.68764744638251 2.18127596619514 7.06201458080409 5.97900443433548 5.99302172498419 5.96024895934896 6.10400340759026 3.91173716804797 7.1532061677313 7.5499478103292 6.37656850492513 6.90012486824108 6.5434138596137 1.61835611424661 6.06913348590674 7.26257419486529 2.23255014945683 5.90823037099722 6.7645172899221 5.50597766741393 5.39978387337332 2.74173255119327 1.73126996070293 4.7484832096999 6.37789821152968 6.89926691289024 6.65237510351974 2.63028575546302 5.95963750179517 1.60934991707888 3.68034397767977 6.66102084364915 6.19946286901755 6.42041115412728 6.26905471762414 6.37660690224468 5.9154299155283 5.89472648235422 6.23088704789268 6.47663253497629 5.93940218644943 5.97547824341821 5.9808899203404 6.64675624544088 5.44395104297712 5.29500932760357 6.27642891814879 7.46431111066788 5.71245563953798 5.41136926462488 5.81306640900497 6.87551376058167 7.09674789088722 6.61589101050627 2.97825128609112 5.81940670693159 5.45068523965215 6.08966567554716 1.67218162753544 3.12787564046482
"AC138035.2" 8.2257302483031 7.36793614895305 6.28144592783892 8.66690155990067 2.88319384570097 7.06367546854364 9.68101913817095 4.94495055939875 9.00734757045366 9.92476685493049 7.46884791498578 8.239444014196 7.0094272513511 8.03617289661329 7.53860771645896 6.33855924957842 8.46822619552939 9.21842930012586 8.76796173097214 4.45724528915796 3.43727958367813 8.16377876762495 9.77355832382712 8.35074939599644 7.54978954814796 7.67829096031724 7.23351511545427 8.07814895607723 9.50575664073206 9.91578353811978 7.58911145742593 8.04818428819943 7.66206701761786 7.02510158004908 5.45151749947634 8.43112018766575 9.94562287893867 4.28392137287673 8.82483955347338 6.32989448400716 3.07825626892635 7.82768604497303 7.14371056670881 7.3499758864536 6.36019181527954 3.21717104932588 9.59876548411555 7.26506185612925 7.99029699181326 6.86879969333956 7.05437423190257 6.75164335743119 7.73330350890975 6.42878698343916 5.6917144992093 7.40379558640581 5.79057856653127 8.09478693468797 8.77001469272548 9.36038478193647 6.24028650844107 7.14758275424272 7.50877322372568 7.24610380804209 3.41538598220992 8.27615079143777 7.39218360146044 8.21016792534355 7.98056301124027 7.88225748106155 8.81756047439864 7.32258956893133 8.86381522320906 8.24562695382663 8.5099702728819 7.97637374553409 9.4364850887617 3.5896535439887 9.88496764014073 7.88792150447436
"CCAT1" 1.60074683924952 2.06277142087347 1.6333217120512 2.7112089024043 1.65012641680976 2.1288804447664 2.54480157968183 0.914118024748399 2.61697645622203 3.08586426839917 2.17048740911683 -0.693147180559945 2.37671576347971 2.0509351576786 1.39147322190266 1.87824977196372 1.99515220218599 2.01576864471068 1.16208372013752 2.41587811822201 -0.693147180559945 2.09039332524956 2.03399334357485 1.38912057125899 1.72105403205183 1.68150664817953 1.53941561117029 1.27894767595366 2.83062486075335 2.21938805948423 0.962949262959419 1.75611300972032 1.48596539349502 1.49036320426933 0.50825441332175 1.50707205284324 2.0903774098124 2.1852987523947 2.46306858755314 0.691376517011406 2.48719300876875 1.47410510688292 1.77176298277632 1.39517100304136 1.60146221696726 1.92943455608933 2.19530846196162 1.77851664673206 2.55001120160985 1.70793791670254 2.06256917443211 1.93083584750248 1.91659849307508 2.75238760543458 1.42688410367502 2.31634512827056 1.82647505539822 1.52490437907965 1.69823114682769 2.34607216611835 1.7428582662305 1.53669081599237 2.29471847208274 2.17168109270344 1.71806352850533 2.40868292744789 0.971179316711435 2.21071326405674 0.621044424639299 0.528809137904308 1.57708078805724 2.00634336430973 2.89477918786439 1.24245474483794 2.25978390464857 2.21902974107573 2.06858632484618 -0.693147180559945 2.82195871414713 1.16927413664289
"RP11-65D17.1" 3.5212078717218 2.17130553486806 3.27936024271531 1.71697514781925 3.13845834580159 1.95807832753243 1.39115488015927 4.684046086607 4.55456105605608 4.33781925750548 3.86610138236841 2.69802149099972 3.40053876891853 3.18726171710609 1.89575422404409 3.74648162592304 2.45992370499144 2.99713148738963 3.22515219754788 2.77450881016622 3.21659150027672 2.80902834613952 3.49870291598136 4.32763937115848 3.65588497545459 3.91532672561764 -0.693147180559945 3.11121810905802 3.25694205423589 3.79103083163193 2.25782883921162 2.62838138350532 3.67427988361192 2.72382783848298 3.20603904576666 3.79229788985022 4.70102434403079 2.85805252864162 2.94336651175946 4.17799179648874 3.17489859701661 1.43351058556598 3.16986751152972 3.22935432847911 3.53293190327147 2.10088894977599 2.87635797671904 2.87356153035372 3.70062738283315 3.77886051426232 2.55851300485114 3.71383467680991 3.34430232827596 3.55653115584454 3.0502947929753 3.2909509781999 3.44163561221082 3.46059790848721 1.81162134051466 2.04933027555741 1.91080418338425 3.13311277669881 3.55976616609775 2.97278879190058 1.23898830158079 3.78102325870201 3.4595673422918 3.15292214521318 2.1622030716901 2.60910473865863 2.4033211006046 4.08626560012899 2.76047321282867 -0.693147180559945 3.36596735014563 3.19024451869535 3.56276111172035 3.17374335377129 3.29343790870792 2.66910460323775
"RP11-7F17.5" 3.78086465196434 3.24255488743119 2.56622804061563 3.88270444566633 0.411929079001939 3.65017770599571 3.3081698368572 1.87150891437456 2.27908203087586 2.3364044863889 2.0801268205234 -0.693147180559945 3.05934026057011 2.94937441997065 2.29105883205629 2.14070067869858 2.68742306275821 4.00374954450192 2.61636139359348 1.14315843318893 2.0396300032071 3.30574019168337 2.99081177791468 1.97869691432697 2.11796383388771 3.47653189581672 2.2788667082549 2.88553053939723 4.1018920287033 3.21851763186739 2.81808028490016 2.25816397202378 0.616674263097245 2.8219378717024 3.19153043373178 2.93472007134422 3.1678926459631 2.67418397704536 3.22841727138372 1.93684876569996 2.74991297713378 2.72794533281455 2.55417468264633 1.39619939563503 3.09636271009958 2.10390035326482 3.38180727395987 2.21983208591164 2.60973246584483 2.13712922733519 2.55522352900612 2.84624884783812 2.21626748136573 2.75080859621111 2.49309781837729 2.20345284363773 2.35281283912107 2.88695241974251 3.08568643051391 3.57846899134921 2.46999153809791 2.80637614999158 2.43891802887808 2.12414175301805 2.59048435197731 2.64178394725814 2.898041656727 3.07479332825817 2.54670047941782 2.7530263115931 3.22525546313496 2.20545542786831 2.88572107826906 3.40657789403666 2.72356148869544 2.86445578796383 3.04938247940584 2.60572515111899 2.89674037770621 1.92904212928213
"MIR210HG" 10.2798839280341 14.0102235668171 7.61102910279574 4.14169433261328 9.23062557876135 3.7309665903903 7.53812224153134 8.80042920868971 7.54281745422567 13.1089296012422 7.99107462369032 11.7897256094775 5.69320599016263 8.36414363331679 5.74878971846547 9.49170334609012 8.44374732188027 17.1504454966259 11.6933382846665 11.891476937835 8.40100522267645 10.7453965256949 11.9018114105583 9.79977546566667 9.47995938980708 8.70336359372113 12.1320725787123 11.2191777198916 8.17458927586487 6.87325388290035 7.49759709645169 5.49714711670551 6.52633336449712 9.16385503879925 5.05985058229023 9.49665913582363 9.23095822890468 7.20861153043286 8.07053856559063 8.60466741426967 1.61435205452792 10.5792307278342 10.5542661943062 4.52385021700629 5.98632987445177 7.92635843620255 9.62062915566193 6.11669746676168 11.1003612395084 3.47059367406809 7.8196870703258 11.8753220165188 10.8363906886599 9.93188120174829 6.36847763395499 11.9403719893092 5.99770821002411 11.1235953147271 13.2901667643568 5.64568491242595 10.6207450367014 10.3203603956627 7.8262524392803 10.4934767668194 8.96401563420747 13.8258129405003 12.6539586081267 7.43303305518829 11.5233688251142 8.27106526376136 11.4897722720989 8.1899414310877 10.373718369197 9.21124500711656 5.57507783788098 9.30073839587128 10.1721970377775 2.78552904406793 11.4692586979839 7.80956176654428
